,Date,Word,Clue,Primary Cluster,Cluster,ends in question,number words,length of clue,no alphabet characters,is quote,contains underscore,contains asterisk,contains done,number of non-consecutive periods in clue,is ellipsis in clue,avg word length,number commas in clue,percentage words (other than first word) that are upper-case,number non a-z or 1-9 characters in clue,contains e.g.,contains etc.,in vocab
7067,5/4/2019,ARETOO,Denial to a denial,Other,,False,4,18,3,False,False,False,False,0,False,3.75,0,0.25,0.16666666666666666,False,False,False
7068,8/9/2020,AMI,"Beau, to Brigitte",Other,,False,3,17,3,False,False,False,False,0,False,5.0,1,0.6666666666666666,0.17647058823529413,False,False,True
7069,7/27/2021,LEI,Hawaiian garland,Other,,False,2,16,1,False,False,False,False,0,False,7.5,0,0.0,0.0625,False,False,True
7070,11/10/2018,HOTDATE,Chemistry test?,Other,,True,2,15,2,False,False,False,False,0,False,7.0,0,0.5,0.13333333333333333,False,False,False
7071,7/24/2021,RIPE,Ready,Single Word,,False,1,5,0,False,False,False,False,0,False,5.0,0,0.0,0.0,False,False,True
7072,7/17/2019,RICE,Surname of national security advisers under both Bush 43 and Obama,Other,,False,11,66,12,False,False,False,False,0,False,5.090909090909091,0,0.18181818181818182,0.15151515151515152,False,False,True
7073,8/14/2021,TIDE,Its pods are poisonous to eat,Other,,False,6,29,5,False,False,False,False,0,False,4.0,0,0.0,0.1724137931034483,False,False,True
7074,7/31/2019,TYPEAB,Like universal recipients,Other,,False,3,25,2,False,False,False,False,0,False,7.666666666666667,0,0.0,0.08,False,False,False
7075,8/26/2019,CRIBS,Places infants sleep,Other,,False,3,20,2,False,False,False,False,0,False,6.0,0,0.0,0.1,False,False,True
7076,1/11/2019,NESTLE,Company that makes Coffee-mate,Other,,False,4,30,4,False,False,False,False,0,False,6.75,0,0.25,0.13333333333333333,False,False,True
7077,12/8/2019,CLEO,Former TV psychic Miss ___,Other,,False,5,26,7,False,True,False,False,0,False,4.4,0,0.6,0.2692307692307692,False,False,False
7078,8/1/2021,PLUM,Shade of purple,Other,,False,3,15,2,False,False,False,False,0,False,4.333333333333333,0,0.0,0.13333333333333333,False,False,True
7079,6/1/2020,ATARI,Company that launched Pong,Other,,False,4,26,3,False,False,False,False,0,False,5.75,0,0.25,0.11538461538461539,False,False,False
7080,1/29/2019,ODDS,Sportsbook offering,Other,,False,2,19,1,False,False,False,False,0,False,9.0,0,0.5,0.05263157894736842,False,False,True
7081,3/27/2021,CAMUS,"""Caligula"" writer",Other,,False,2,17,3,False,False,False,False,0,False,8.0,0,0.0,0.17647058823529413,False,False,True
7082,4/5/2019,RANAMOK,Went berserk,Other,,False,2,12,1,False,False,False,False,0,False,5.5,0,0.5,0.08333333333333333,False,False,False
7083,4/12/2018,AOL,Co. acquired by Verizon in 2015,Other,,False,6,31,10,False,False,False,False,1,False,4.333333333333333,0,0.3333333333333333,0.1935483870967742,False,False,False
7084,12/9/2020,IBET,Sarcastic comeback,Other,,False,2,18,1,False,False,False,False,0,False,8.5,0,0.0,0.05555555555555555,False,False,False
7085,9/4/2021,ELAN,Effervescence,Single Word,,False,1,13,0,False,False,False,False,0,False,13.0,0,0.0,0.0,False,False,False
7086,6/5/2019,ITAN,"""I'd consider ___ honor""",Other,,False,4,24,9,True,True,False,False,0,False,5.25,0,0.0,0.375,False,False,False
7087,6/9/2020,EKES,Squeaks (out),Other,,False,2,13,3,False,False,False,False,0,False,6.0,0,0.5,0.23076923076923078,False,False,True
7088,12/23/2018,DIP,Brief swim,Other,,False,2,10,1,False,False,False,False,0,False,4.5,0,0.0,0.1,False,False,True
7089,9/17/2019,SETPOINT,"Score of 5-4, 40-15, say",Other,,False,5,24,14,False,False,False,False,0,False,4.0,2,0.0,0.3333333333333333,False,False,False
7090,11/21/2020,ECIG,"Modern health risk, informally",Other,,False,4,30,4,False,False,False,False,0,False,6.75,1,0.25,0.13333333333333333,False,False,False
7091,12/15/2019,NOTES,Things students take,Other,,False,3,20,2,False,False,False,False,0,False,6.0,0,0.0,0.1,False,False,True
7092,11/13/2018,GNAT,Swarming pest,Other,,False,2,13,1,False,False,False,False,0,False,6.0,0,0.0,0.07692307692307693,False,False,True
7093,3/4/2018,GRAMM,1980s-2000s Texas senator Phil,Other,,False,4,30,12,False,False,False,False,0,False,6.75,0,0.5,0.13333333333333333,False,False,False
7094,7/22/2021,MOWS,Does a groundskeeper's job,Other,,False,4,26,4,False,False,False,False,0,False,5.75,0,0.0,0.15384615384615385,False,False,True
7095,8/9/2020,ALUMNI,They're listed by degrees,Other,,False,4,25,4,False,False,False,False,0,False,5.5,0,0.25,0.16,False,False,True
7096,10/25/2020,TORO,"Fatty tuna, in Japanese cuisine",Other,,False,5,31,5,False,False,False,False,0,False,5.4,1,0.4,0.16129032258064516,False,False,True
7097,3/15/2018,ETSY,Online market for crafts,Other,,False,4,24,3,False,False,False,False,0,False,5.25,0,0.0,0.125,False,False,False
7098,10/16/2020,DISOWN,Repudiate,Single Word,,False,1,9,0,False,False,False,False,0,False,9.0,0,0.0,0.0,False,False,True
7099,12/4/2020,TABS,File extensions,Other,,False,2,15,1,False,False,False,False,0,False,7.0,0,0.0,0.06666666666666667,False,False,True
7100,7/22/2018,SAGA,Long tale,Other,,False,2,9,1,False,False,False,False,0,False,4.0,0,0.0,0.1111111111111111,False,False,True
7101,3/17/2020,EMO,Offshoot of punk music,Other,,False,4,22,3,False,False,False,False,0,False,4.75,0,0.0,0.13636363636363635,False,False,False
7102,8/22/2020,RASPY,Like a stereotypical mobster's voice,Other,,False,5,36,5,False,False,False,False,0,False,6.4,0,0.0,0.1388888888888889,False,False,True
7103,8/29/2019,PISH,"""Nonsense!""",Other,,False,1,11,3,True,False,False,False,0,False,11.0,0,0.0,0.2727272727272727,False,False,True
7104,5/23/2019,PLOT,*The outcome of a story might hinge on one,Other,,False,9,42,9,False,False,True,False,0,False,3.7777777777777777,0,0.0,0.21428571428571427,False,False,True
7105,6/13/2019,SANDY,Good name for a beachcomber?,Other,,True,5,28,5,False,False,False,False,0,False,4.8,0,0.0,0.17857142857142858,False,False,True
7106,3/26/2018,EVIL,Fiendish,Single Word,,False,1,8,0,False,False,False,False,0,False,8.0,0,0.0,0.0,False,False,True
7107,9/9/2018,LILAC,Soap scent,Other,,False,2,10,1,False,False,False,False,0,False,4.5,0,0.5,0.1,False,False,True
7108,5/12/2021,USO,Grp. that supports American troops,Other,,False,5,34,5,False,False,False,False,1,False,6.0,0,0.4,0.14705882352941177,False,False,False
7109,5/18/2021,PASSBY,Elapse,Single Word,,False,1,6,0,False,False,False,False,0,False,6.0,0,0.0,0.0,False,False,False
7110,2/26/2019,EMIL,Jannings who won the first Best Actor Oscar (1928),Other,,False,9,50,14,False,False,False,False,0,False,4.666666666666667,0,0.3333333333333333,0.2,False,False,True
7111,4/11/2019,TNT,"AC/DC single with the lyric ""Watch me explode""",Other,,False,8,46,10,False,False,False,False,0,False,4.875,0,0.25,0.21739130434782608,False,False,False
7112,8/23/2021,NINE,The sum of the digits of any multiple of ___ is a multiple of ___ (arithmetic curiosity),Other,,False,17,88,24,False,True,False,False,0,False,4.235294117647059,0,0.0,0.2727272727272727,False,False,True
7113,2/2/2020,IDITAROD,Northern race,Other,,False,2,13,1,False,False,False,False,0,False,6.0,0,0.5,0.07692307692307693,False,False,False
7114,4/16/2020,ESKER,Ridge formed by glacial streams,Other,,False,5,31,4,False,False,False,False,0,False,5.4,0,0.2,0.12903225806451613,False,False,True
7115,8/2/2019,INTEL,"Photos from drones, e.g.",Other,,False,4,24,6,False,False,False,False,2,False,5.25,1,0.0,0.25,True,False,False
7116,11/24/2019,AMIGO,Pal,Single Word,,False,1,3,0,False,False,False,False,0,False,3.0,0,0.0,0.0,False,False,True
7117,2/4/2020,CIA,Org. with code-named programs,Other,,False,4,29,5,False,False,False,False,1,False,6.5,0,0.25,0.1724137931034483,False,False,False
7118,10/28/2018,ACE,"Term in tennis, golf and baseball, all with different meanings",Other,,False,10,62,11,False,False,False,False,0,False,5.3,2,0.1,0.1774193548387097,False,False,True
7119,4/22/2020,THIRTEENCOLONIES,Location in the New World until 1776,Other,,False,7,36,10,False,False,False,False,0,False,4.285714285714286,0,0.2857142857142857,0.16666666666666666,False,False,False
7120,12/10/2018,MAGI,New Testament trio,Other,,False,3,18,2,False,False,False,False,0,False,5.333333333333333,0,0.6666666666666666,0.1111111111111111,False,False,True
7121,12/9/2020,EROS,One taking a bow for getting couples together?,Other,,True,8,46,8,False,False,False,False,0,False,4.875,0,0.0,0.17391304347826086,False,False,True
7122,9/15/2019,READIED,Prepared,Single Word,,False,1,8,0,False,False,False,False,0,False,8.0,0,0.0,0.0,False,False,False
7123,4/6/2020,AGO,"""It was 20 years ___ today ..."" (Beatles lyric)",Other,,False,9,47,20,False,True,False,False,0,True,4.333333333333333,0,0.1111111111111111,0.3829787234042553,False,False,True
7124,4/12/2019,SHOWPIECE,Exhibition highlight,Other,,False,2,20,1,False,False,False,False,0,False,9.5,0,0.0,0.05,False,False,True
7125,7/23/2019,SUPE,"Apartment building V.I.P., in slang",Other,,False,5,35,8,False,False,False,False,3,False,6.2,1,0.2,0.22857142857142856,False,False,True
7126,3/24/2018,OMELET,To fix this you need to get cracking!,Other,,False,8,37,8,False,False,False,False,0,False,3.75,0,0.0,0.21621621621621623,False,False,True
7127,4/27/2020,ARSENIOHALL,"Talk show host who won a season of ""Celebrity Apprentice""",Other,,False,10,57,11,False,False,False,False,0,False,4.8,0,0.2,0.19298245614035087,False,False,False
7128,8/5/2018,ELIJAH,"___ Muhammad, mentor to Malcolm X",Other,,False,6,33,9,False,True,False,False,0,False,4.666666666666667,1,0.5,0.2727272727272727,False,False,True
7129,4/17/2020,ASI,Do-do connector,Other,,False,2,15,2,False,False,False,False,0,False,7.0,0,0.5,0.13333333333333333,False,False,False
7130,1/27/2018,TET,Holiday abroad,Other,,False,2,14,1,False,False,False,False,0,False,6.5,0,0.0,0.07142857142857142,False,False,False
7131,6/22/2019,VOTE,Democracy in action,Other,,False,3,19,2,False,False,False,False,0,False,5.666666666666667,0,0.0,0.10526315789473684,False,False,True
7132,9/3/2018,WALKINGPAPERS,Notice when getting fired,Other,,False,4,25,3,False,False,False,False,0,False,5.5,0,0.0,0.12,False,False,False
7133,5/1/2021,NEEDARIDE,Pickup line?,Other,,True,2,12,2,False,False,False,False,0,False,5.5,0,0.5,0.16666666666666666,False,False,False
7134,4/16/2021,TOFU,Mapo ___ (traditional Sichuan dish),Other,,False,5,35,9,False,True,False,False,0,False,6.2,0,0.4,0.2571428571428571,False,False,True
7135,4/28/2019,EMIR,Title in the House of Saud,Other,,False,6,26,5,False,False,False,False,0,False,3.5,0,0.3333333333333333,0.19230769230769232,False,False,True
7136,9/9/2018,NOTREAL,Imaginary,Single Word,,False,1,9,0,False,False,False,False,0,False,9.0,0,0.0,0.0,False,False,False
7137,6/21/2020,ECON,"Business class, for short",Other,,False,4,25,4,False,False,False,False,0,False,5.5,1,0.0,0.16,False,False,False
7138,5/5/2019,DVI,"506, in old Rome",Other,,False,4,16,7,False,False,False,False,0,False,3.25,1,0.25,0.25,False,False,False
7139,6/2/2018,OUIOUI,"""Absolument!""",Other,,False,1,13,3,True,False,False,False,0,False,13.0,0,0.0,0.23076923076923078,False,False,False
7140,5/11/2021,OWE,Have to pay,Other,,False,3,11,2,False,False,False,False,0,False,3.0,0,0.0,0.18181818181818182,False,False,True
7141,1/3/2020,HELLNO,Adamant refusal,Other,,False,2,15,1,False,False,False,False,0,False,7.0,0,0.0,0.06666666666666667,False,False,False
7142,1/2/2021,LAIDTO,"Stopped a ship using the wind, in nautical lingo",Other,,False,9,48,9,False,False,False,False,0,False,4.444444444444445,1,0.0,0.1875,False,False,False
7143,9/13/2020,OSHA,Labor-regulating org.,Other,,False,2,21,3,False,False,False,False,1,False,10.0,0,0.0,0.14285714285714285,False,False,False
7144,12/21/2020,ABUTS,Borders,Single Word,,False,1,7,0,False,False,False,False,0,False,7.0,0,0.0,0.0,False,False,True
7145,10/10/2021,IDIOMS,Double-crossed and half-baked,Other,,False,3,29,4,False,False,False,False,0,False,9.0,0,0.0,0.13793103448275862,False,False,True
7146,10/27/2019,SEARS,"Company that once offered ""the Thrift Book of a Nation""",Other,,False,10,55,11,False,False,False,False,0,False,4.6,0,0.3,0.2,False,False,True
7147,1/21/2021,ADDTO,Expand,Single Word,,False,1,6,0,False,False,False,False,0,False,6.0,0,0.0,0.0,False,False,False
7148,2/11/2021,COFFEETABLE,Where magazines may be laid out,Other,,False,6,31,5,False,False,False,False,0,False,4.333333333333333,0,0.0,0.16129032258064516,False,False,False
7149,8/23/2020,FACET,Side of a diamond,Other,,False,4,17,3,False,False,False,False,0,False,3.5,0,0.0,0.17647058823529413,False,False,True
7150,12/16/2017,PING,Notification sound,Other,,False,2,18,1,False,False,False,False,0,False,8.5,0,0.0,0.05555555555555555,False,False,True
7151,3/2/2019,OBOES,They're found among the reeds,Other,,False,5,29,5,False,False,False,False,0,False,5.0,0,0.2,0.1724137931034483,False,False,True
7152,6/16/2018,DREAMS,Oneirologist's study,Other,,False,2,20,2,False,False,False,False,0,False,9.5,0,0.0,0.1,False,False,True
7153,10/21/2018,NAENAE,Hip-hop dance move,Other,,False,3,18,3,False,False,False,False,0,False,5.333333333333333,0,0.0,0.16666666666666666,False,False,False
7154,5/10/2020,LUMEN,Unit of brightness,Other,,False,3,18,2,False,False,False,False,0,False,5.333333333333333,0,0.0,0.1111111111111111,False,False,True
7155,4/20/2021,GABE,Comedy's Kaplan or baseball's Kapler,Other,,False,5,36,6,False,False,False,False,0,False,6.4,0,0.6,0.16666666666666666,False,False,True
7156,6/21/2018,POSH,Luxurious,Single Word,,False,1,9,0,False,False,False,False,0,False,9.0,0,0.0,0.0,False,False,True
7157,10/26/2021,ERR,Goof,Single Word,,False,1,4,0,False,False,False,False,0,False,4.0,0,0.0,0.0,False,False,True
7158,5/27/2020,MIATA,Sporty Mazda,Other,,False,2,12,1,False,False,False,False,0,False,5.5,0,1.0,0.08333333333333333,False,False,False
7159,12/6/2018,TAKENOVER,No longer independent,Other,,False,3,21,2,False,False,False,False,0,False,6.333333333333333,0,0.0,0.09523809523809523,False,False,False
7160,4/11/2019,SOYBEANS,Vegan source of protein,Other,,False,4,23,3,False,False,False,False,0,False,5.0,0,0.25,0.13043478260869565,False,False,True
7161,9/20/2020,ELL,School closing?,Other,,True,2,15,2,False,False,False,False,0,False,7.0,0,0.5,0.13333333333333333,False,False,True
7162,5/13/2018,BOARDMEETING,Good name for a carpentry dating site?,Other,,True,7,38,7,False,False,False,False,0,False,4.571428571428571,0,0.0,0.18421052631578946,False,False,False
7163,2/16/2021,SUB,Hoagie,Single Word,,False,1,6,0,False,False,False,False,0,False,6.0,0,0.0,0.0,False,False,True
7164,10/7/2018,IPLANTO,"""That's my intention""",Other,,False,3,21,5,True,False,False,False,0,False,6.333333333333333,0,0.0,0.23809523809523808,False,False,False
7165,10/18/2019,EMONEY,Current type of currency,Other,,False,4,24,3,False,False,False,False,0,False,5.25,0,0.0,0.125,False,False,False
7166,12/2/2018,PEPA,"Sandra Denton, in hip-hop's ""Whatta Man"" trio",Other,,False,7,45,11,False,False,False,False,0,False,5.571428571428571,1,0.5714285714285714,0.24444444444444444,False,False,False
7167,12/30/2017,AIDING,Benefiting,Single Word,,False,1,10,0,False,False,False,False,0,False,10.0,0,0.0,0.0,False,False,False
7168,11/16/2020,COLTS,Fillies' counterparts,Other,,False,2,21,2,False,False,False,False,0,False,10.0,0,0.0,0.09523809523809523,False,False,True
7169,3/8/2018,DAM,Stop the flow of,Other,,False,4,16,3,False,False,False,False,0,False,3.25,0,0.0,0.1875,False,False,True
7170,11/26/2020,SEW,"Darn, darn, darn!",Other,,False,3,17,5,False,False,False,False,0,False,5.0,2,0.3333333333333333,0.29411764705882354,False,False,True
7171,12/2/2018,ETA,Announcement over a plane's P.A.,Other,,False,5,32,7,False,False,False,False,2,False,5.6,0,0.2,0.21875,False,False,True
7172,10/30/2019,LIEON,"Use, as a mattress",Other,,False,4,18,4,False,False,False,False,0,False,3.75,1,0.25,0.2222222222222222,False,False,False
7173,6/19/2021,NOME,Locale of an early 20th-century gold rush,Other,,False,7,41,9,False,False,False,False,0,False,5.0,0,0.14285714285714285,0.17073170731707318,False,False,True
7174,11/11/2019,RHINE,760-mile river that starts in Switzerland,Other,,False,6,41,9,False,False,False,False,0,False,6.0,0,0.16666666666666666,0.14634146341463414,False,False,True
7175,8/8/2021,FED,"Government economic org., at any rate?",Other,,True,6,38,8,False,False,False,False,1,False,5.5,1,0.16666666666666666,0.21052631578947367,False,False,True
7176,11/10/2019,ENOS,Nephew of Cain,Other,,False,3,14,2,False,False,False,False,0,False,4.0,0,0.6666666666666666,0.14285714285714285,False,False,True
7177,10/29/2021,RON,"___ Burgundy, Will Ferrell persona",Other,,False,5,34,8,False,True,False,False,0,False,6.0,1,0.6,0.23529411764705882,False,False,True
7178,8/2/2019,ASTHMA,Cause of wheezing,Other,,False,3,17,2,False,False,False,False,0,False,5.0,0,0.0,0.11764705882352941,False,False,True
7179,2/2/2018,FAKER,Charlatan,Single Word,,False,1,9,0,False,False,False,False,0,False,9.0,0,0.0,0.0,False,False,True
7180,6/30/2020,STU,Early Beatle Sutcliffe,Other,,False,3,22,2,False,False,False,False,0,False,6.666666666666667,0,0.6666666666666666,0.09090909090909091,False,False,True
7181,6/30/2019,SPOSE,"Reckon, informally",Other,,False,2,18,2,False,False,False,False,0,False,8.5,1,0.5,0.1111111111111111,False,False,False
7182,11/22/2020,NOONAN,Wall Street Journal columnist Peggy,Other,,False,5,35,4,False,False,False,False,0,False,6.2,0,0.8,0.11428571428571428,False,False,False
7183,3/7/2021,YESIDO,Emphatic assent,Other,,False,2,15,1,False,False,False,False,0,False,7.0,0,0.0,0.06666666666666667,False,False,False
7184,3/25/2021,EFFECTIVE,Opposite of [circled letters],Other,,False,4,29,5,False,False,False,False,0,False,6.5,0,0.25,0.1724137931034483,False,False,True
7185,3/21/2021,SPEED,What a hiree should be brought up to,Other,,False,8,36,7,False,False,False,False,0,False,3.625,0,0.0,0.19444444444444445,False,False,True
7186,11/20/2018,CLUE,Crime scene find,Other,,False,3,16,2,False,False,False,False,0,False,4.666666666666667,0,0.3333333333333333,0.125,False,False,True
7187,6/9/2018,ARAB,Descendant of Ishmael,Other,,False,3,21,2,False,False,False,False,0,False,6.333333333333333,0,0.6666666666666666,0.09523809523809523,False,False,True
7188,5/8/2021,EMU,It can lay a one-and-a-half-pound egg,Other,,False,6,37,9,False,False,False,False,0,False,5.333333333333333,0,0.16666666666666666,0.24324324324324326,False,False,True
7189,5/9/2021,USE,Cause of wear and tear,Other,,False,5,22,4,False,False,False,False,0,False,3.6,0,0.0,0.18181818181818182,False,False,True
7190,12/11/2018,TOGO,Restaurant order specification,Other,,False,3,30,2,False,False,False,False,0,False,9.333333333333334,0,0.0,0.06666666666666667,False,False,False
7191,12/20/2020,ROME,Sacking site in A.D. 410,Other,,False,5,24,9,False,False,False,False,2,False,4.0,0,0.2,0.25,False,False,True
7192,2/9/2021,EMAIL,"What a ""swoooosh"" sound may signal is on its way",Other,,False,10,48,11,False,False,False,False,0,False,3.9,0,0.0,0.22916666666666666,False,False,False
7193,9/29/2018,CUE,Stick in a ball-and-stick game,Other,,False,5,30,6,False,False,False,False,0,False,5.2,0,0.2,0.2,False,False,True
7194,6/8/2018,TAMS,Hats in the Highlands,Other,,False,4,21,3,False,False,False,False,0,False,4.5,0,0.25,0.14285714285714285,False,False,True
7195,2/24/2018,TINS,Food preservers,Other,,False,2,15,1,False,False,False,False,0,False,7.0,0,0.0,0.06666666666666667,False,False,True
7196,9/12/2018,STURM,___ und Drang,Other,,False,3,13,5,False,True,False,False,0,False,3.6666666666666665,0,0.3333333333333333,0.38461538461538464,False,False,False
7197,3/22/2021,ALDER,Tree in the birch family,Other,,False,5,24,4,False,False,False,False,0,False,4.0,0,0.0,0.16666666666666666,False,False,True
7198,10/18/2020,HEARST,"Semibiographical source for ""Citizen Kane""",Other,,False,5,42,6,False,False,False,False,0,False,7.6,0,0.6,0.14285714285714285,False,False,True
7199,7/9/2018,ITEM,Grocery list component,Other,,False,3,22,2,False,False,False,False,0,False,6.666666666666667,0,0.3333333333333333,0.09090909090909091,False,False,True
7200,4/9/2019,AVE,Ancient greeting / Senora Peron,Other,,False,5,31,5,False,False,False,False,0,False,5.4,0,0.6,0.16129032258064516,False,False,True
7201,8/29/2019,TARZAN,"One who might say ""Well, I'll be a monkey's uncle!""?",Other,,True,10,52,16,False,False,False,False,0,False,4.3,1,0.2,0.3076923076923077,False,False,True
7202,6/11/2018,GDP,Meas. of a country's economic output,Other,,False,6,36,7,False,False,False,False,1,False,5.166666666666667,0,0.16666666666666666,0.19444444444444445,False,False,False
7203,9/2/2020,THOU,10 benjamins,Other,,False,2,12,3,False,False,False,False,0,False,5.5,0,0.0,0.08333333333333333,False,False,True
7204,12/19/2018,TAFT,President who later served as chief justice,Other,,False,7,43,6,False,False,False,False,0,False,5.285714285714286,0,0.14285714285714285,0.13953488372093023,False,False,True
7205,2/14/2021,EAREDSEAL,"Sea lion, for one",Other,,False,4,17,4,False,False,False,False,0,False,3.5,1,0.25,0.23529411764705882,False,False,False
7206,7/28/2020,FICTION,Section of a bookstore,Other,,False,4,22,3,False,False,False,False,0,False,4.75,0,0.0,0.13636363636363635,False,False,True
7207,8/7/2021,ONAUTO,Running freely,Other,,False,2,14,1,False,False,False,False,0,False,6.5,0,0.0,0.07142857142857142,False,False,False
7208,1/21/2018,TWAS,Holiday poem starter,Other,,False,3,20,2,False,False,False,False,0,False,6.0,0,0.3333333333333333,0.1,False,False,True
7209,10/20/2021,JOT,Write (down),Other,,False,2,12,3,False,False,False,False,0,False,5.5,0,0.5,0.25,False,False,True
7210,9/24/2019,STY,Snorters' quarters,Other,,False,2,18,2,False,False,False,False,0,False,8.5,0,0.0,0.1111111111111111,False,False,True
7211,5/30/2021,ASHORE,On dry land,Other,,False,3,11,2,False,False,False,False,0,False,3.0,0,0.0,0.18181818181818182,False,False,True
7212,7/18/2021,VIEFOR,Try to win,Other,,False,3,10,2,False,False,False,False,0,False,2.6666666666666665,0,0.0,0.2,False,False,False
7213,2/14/2019,DONOTENTER,NOTED TENOR,Other,,False,2,11,1,False,False,False,False,0,False,5.0,0,1.0,0.09090909090909091,False,False,False
7214,10/12/2018,PARED,Peeled,Single Word,,False,1,6,0,False,False,False,False,0,False,6.0,0,0.0,0.0,False,False,False
7215,12/29/2017,PARTYGIRL,She's always down for a good time,Other,,False,7,33,7,False,False,False,False,0,False,3.857142857142857,0,0.14285714285714285,0.21212121212121213,False,False,False
7216,10/19/2021,KEEPS,Holds on to,Other,,False,3,11,2,False,False,False,False,0,False,3.0,0,0.0,0.18181818181818182,False,False,True
7217,6/11/2019,BORE,Snoozefest,Single Word,,False,1,10,0,False,False,False,False,0,False,10.0,0,0.0,0.0,False,False,True
7218,5/23/2021,SHAFT,Part of a golf club,Other,,False,5,19,4,False,False,False,False,0,False,3.0,0,0.0,0.21052631578947367,False,False,True
7219,7/22/2020,NEMO,"""Little"" fellow of old comics",Other,,False,5,29,6,False,False,False,False,0,False,5.0,0,0.0,0.20689655172413793,False,False,False
7220,6/28/2021,GOP,"Republicans, for short",Other,,False,3,22,3,False,False,False,False,0,False,6.666666666666667,1,0.3333333333333333,0.13636363636363635,False,False,False
7221,9/30/2021,LALAW,Legal drama with Jimmy Smits,Other,,False,5,28,4,False,False,False,False,0,False,4.8,0,0.4,0.14285714285714285,False,False,False
7222,3/2/2021,TABS,Keep ___ on (look after),Other,,False,5,24,9,False,True,False,False,0,False,4.0,0,0.2,0.375,False,False,True
7223,11/21/2020,ONETOTEN,Like some ranking systems,Other,,False,4,25,3,False,False,False,False,0,False,5.5,0,0.0,0.12,False,False,False
7224,5/7/2020,TOELOOP,Simple skating jump,Other,,False,3,19,2,False,False,False,False,0,False,5.666666666666667,0,0.0,0.10526315789473684,False,False,False
7225,9/3/2019,SUPERB,Great,Single Word,,False,1,5,0,False,False,False,False,0,False,5.0,0,0.0,0.0,False,False,True
7226,4/22/2019,BILL,Bird's beak,Other,,False,2,11,2,False,False,False,False,0,False,5.0,0,0.5,0.18181818181818182,False,False,True
7227,8/26/2020,ITSALIVE,Horror movie cry,Other,,False,3,16,2,False,False,False,False,0,False,4.666666666666667,0,0.3333333333333333,0.125,False,False,False
7228,8/18/2020,ORANGINA,Citrus drink often sold in a pear-shaped bottle,Other,,False,8,47,8,False,False,False,False,0,False,5.0,0,0.125,0.1702127659574468,False,False,False
7229,10/19/2020,BUSH,President George or George W.,Other,,False,5,29,5,False,False,False,False,1,False,5.0,0,0.8,0.1724137931034483,False,False,True
7230,5/3/2019,ACCRUAL,Increase in interest,Other,,False,3,20,2,False,False,False,False,0,False,6.0,0,0.0,0.1,False,False,True
7231,2/27/2020,TUB,Popcorn container,Other,,False,2,17,1,False,False,False,False,0,False,8.0,0,0.5,0.058823529411764705,False,False,True
7232,8/18/2018,ABLE,Up to snuff,Other,,False,3,11,2,False,False,False,False,0,False,3.0,0,0.0,0.18181818181818182,False,False,True
7233,5/3/2020,GEAR,"Prepare, with ""up""",Other,,False,3,18,5,False,False,False,False,0,False,5.333333333333333,1,0.3333333333333333,0.2777777777777778,False,False,True
7234,2/28/2021,BOTTOMLESSPIT,Where the nudist club orchestra plays its concerts?,Other,,True,8,51,8,False,False,False,False,0,False,5.5,0,0.0,0.1568627450980392,False,False,False
7235,10/23/2019,IRENE,Adler who outwitted Sherlock Holmes,Other,,False,5,35,4,False,False,False,False,0,False,6.2,0,0.6,0.11428571428571428,False,False,True
7236,8/31/2020,BLOODYMARY,Cocktail with tomato juice,Other,,False,4,26,3,False,False,False,False,0,False,5.75,0,0.0,0.11538461538461539,False,False,False
7237,5/15/2018,RUNTS,Smallest pups,Other,,False,2,13,1,False,False,False,False,0,False,6.0,0,0.5,0.07692307692307693,False,False,True
7238,6/3/2019,DEMI,"Prefix with tasse meaning ""half""",Other,,False,5,32,6,False,False,False,False,0,False,5.6,0,0.0,0.1875,False,False,True
7239,1/18/2020,GIL,"Self-described ""bluesologist"" ___ Scott-Heron",Other,,False,4,45,10,False,True,False,False,0,False,10.5,0,0.25,0.2222222222222222,False,False,True
7240,8/3/2021,MRE,"Soldier's food packet, for short",Other,,False,5,32,6,False,False,False,False,0,False,5.6,1,0.2,0.1875,False,False,False
7241,3/1/2021,TEASET,"Cups, saucers, pot, etc.",Other,,False,4,24,7,False,False,False,False,1,False,5.25,3,0.25,0.2916666666666667,False,True,False
7242,5/11/2020,ABC,"""Black-ish"" network",Other,,False,2,19,4,False,False,False,False,0,False,9.0,0,0.0,0.21052631578947367,False,False,False
7243,4/18/2021,CHUTES,Slides,Single Word,,False,1,6,0,False,False,False,False,0,False,6.0,0,0.0,0.0,False,False,True
7244,5/25/2021,CRAG,Rocky outcropping,Other,,False,2,17,1,False,False,False,False,0,False,8.0,0,0.0,0.058823529411764705,False,False,True
7245,10/3/2019,VIES,Goes (for),Other,,False,2,10,3,False,False,False,False,0,False,4.5,0,0.5,0.3,False,False,True
7246,7/5/2020,ARTISTIC,Expressively creative,Other,,False,2,21,1,False,False,False,False,0,False,10.0,0,0.0,0.047619047619047616,False,False,True
7247,7/1/2020,CANE,Word with sugar or candy,Other,,False,5,24,4,False,False,False,False,0,False,4.0,0,0.2,0.16666666666666666,False,False,True
7248,6/21/2020,ACCESSES,"Logs on to, say",Other,,False,4,15,4,False,False,False,False,0,False,3.0,1,0.0,0.26666666666666666,False,False,False
7249,3/15/2021,ALA,___ carte (ordered separately),Other,,False,4,30,8,False,True,False,False,0,False,6.75,0,0.0,0.26666666666666666,False,False,True
