,clue,Word,count,other Word results
407555,Relations,KIN,6,"['KINFOLK', 'TIES', 'BLOOD']"
407422,Reject,SPURN,6,"['SCRAP', 'NIX', 'VETO']"
31635,"""___ la vie""",CEST,6,[]
407481,Related (to),AKIN,6,['TIED']
528912,Weep,SOB,6,"['SHEDTEARS', 'CRY']"
71215,Back of a boat,STERN,6,['AFT']
469811,Stinger,WASP,6,"['TASER', 'NETTLE', 'BEE', 'HORNET', 'SCORPION']"
18581,"""Really?""",ITIS,6,"['THATSO', 'ISIT', 'ISTHATSO', 'AREYOUSURE', 'THINKSO', 'ISITTRUE', 'OHYEAH']"
18636,"""Regrettably ...""",ALAS,6,['SADTOSAY']
71148,Back again,FRO,6,['REBORN']
71136,Back,FRO,6,"['ENDORSE', 'HIND', 'FINANCE', 'REVERSESIDE', 'REAR', 'AGO', 'AID', 'BETON', 'BOOST', 'TOTHEREAR', 'STERN', 'SPONSOR', 'AFT']"
528934,Weigh,ASSESS,6,"['CONSIDER', 'PONDER', 'EVALUATE']"
293545,Livid,IRATE,6,"['UPINARMS', 'ANGRY']"
406900,Refuse,DENY,6,"['SCUM', 'JUNK', 'SAYNO', 'SAYNOTO', 'ASH', 'OFFAL', 'ESCHEW', 'TRASH', 'DROSS', 'FLOTSAM', 'DEBRIS', 'LEES', 'WASTE', 'LITTER', 'SWILL', 'CHAFF', 'SLOP']"
294908,Long March leader,MAO,6,[]
406894,Refusals,NOES,6,"['NAYS', 'NOS']"
518697,Utopia,EDEN,6,['SHANGRILA']
470193,Stocking shade,ECRU,6,"['TAUPE', 'NUDE', 'BEIGE']"
204057,"Garr of ""Mr. Mom""",TERI,6,[]
71231,Back on board,AFT,6,['ASTERN']
143230,Cut off,SEVER,6,"['END', 'ALONE', 'DISINHERIT', 'ISOLATE', 'LOP', 'STANCH', 'CROP', 'DETACH', 'ALIENATED', 'CEASE', 'ISOLATED', 'SEVERED', 'SHORN', 'APART', 'INTERCEPT', 'SECLUDE', 'STEM']"
115815,Chester Arthur's middle name,ALAN,6,[]
557846,___ de Triomphe,ARC,6,['LARC']
294286,Locked (up),PENT,6,[]
407246,Regrettable,SAD,6,[]
407251,Regretted,RUED,6,[]
53431,Agenda part,ITEM,6,[]
407025,Regard,ESTEEM,6,"['EYE', 'DEEM', 'LOOKUPON']"
3947,"""Casablanca"" heroine",ILSA,6,[]
202376,Gad about,ROAM,6,"['ROVE', 'TRAIPSE', 'RAMBLE']"
202377,Gad about,ROVE,6,"['ROAM', 'TRAIPSE', 'RAMBLE']"
202606,"Galileo, for one",PISAN,6,"['ASTRONOMER', 'HERETIC']"
202532,Gal of song,SAL,6,[]
18373,"""Quien ___?""",SABE,6,[]
202636,Gallery event,ARTSALE,6,"['SHOW', 'ARTSHOW']"
18336,"""QB VII"" author",URIS,6,[]
202833,Gambling game,KENO,6,"['TWENTYONE', 'MONTE', 'BEANO', 'FARO']"
203547,Gaping opening,MAW,6,[]
551957,Your: Fr.,TES,6,[]
203629,Garbage hauler,SCOW,6,[]
557897,___ de toilette,EAU,6,[]
294603,Lohengrin's love,ELSA,6,[]
407042,Regarding,ASFOR,6,"['ABOUT', 'APROPOS', 'ASPER', 'ASTO', 'ANENT', 'INRE']"
407022,Regan's father,LEAR,6,[]
406898,Refuse,CHAFF,6,"['SCUM', 'JUNK', 'SAYNO', 'SAYNOTO', 'ASH', 'OFFAL', 'ESCHEW', 'TRASH', 'DROSS', 'FLOTSAM', 'DEBRIS', 'LEES', 'WASTE', 'DENY', 'LITTER', 'SWILL', 'SLOP']"
294980,Long haul,TREK,6,[]
294984,Long hike,TREK,6,[]
295119,Long stretch,ERA,6,['EON']
295118,Long stretch,EON,6,['ERA']
406640,Refer to,CITE,6,[]
406654,Reference,CITE,6,['ALLUDETO']
406607,"Reeves of ""The Matrix""",KEANU,6,[]
127574,Coming up,ONTAP,6,"['AHEAD', 'ARISING', 'INSTORE']"
518530,Using,VIA,6,[]
518517,Ushered,LEDIN,6,"['SEATED', 'LED', 'ESCORTED']"
202220,G.P.'s grp.,AMA,6,[]
71661,Bad beginning?,MAL,6,[]
471072,Storm,RAGE,6,"['RAMPAGE', 'FURY', 'ASSAIL']"
202313,GPS suggestion: Abbr.,RTE,6,[]
18301,"""Put a tiger in your tank"" brand",ESSO,6,[]
470926,Store sign,OPEN,6,"['ONSALE', 'SALE', 'YESWEREOPEN']"
32058,"""___ put it another way ...""",ORTO,6,[]
296379,Loop transports,ELS,6,[]
18193,"""Pronto!""",ASAP,6,"['TOUTDESUITE', 'ONTHEDOUBLE']"
143527,Cutting remark,BARB,6,[]
551933,Your and my,OUR,6,[]
551867,Young's partner in accounting,ERNST,6,[]
201775,Further,ALSO,6,"['AND', 'MORE', 'TOO', 'ELSE']"
127754,"Comme ci, comme ca",SOSO,6,[]
31876,"""___ nuff!""",SHO,6,[]
406564,Reef material,CORAL,6,[]
406408,Redolence,AROMA,6,['ODOR']
31919,"""___ of robins in her hair""",ANEST,6,[]
295631,Longtime Chicago Symphony conductor,SOLTI,6,[]
295550,Longing,YEN,6,"['URGE', 'ACHE', 'DESIRE', 'ITCH']"
127680,Command to a dog,SPEAK,6,"['BEG', 'HEEL', 'SIT', 'SIC', 'COME', 'SHAKE', 'STAY']"
87716,Black,SABLE,6,"['EBON', 'ONYX', 'UNLIT', 'EBONY', 'JET', 'INKY']"
296403,Loos,WCS,6,['LAVS']
405521,Record,ENTER,6,"['ANNALS', 'LOG', 'TAPE', 'DISC', 'ALLTIME']"
52944,African antelope,GNU,6,"['ORIBI', 'ORYX', 'NYALA', 'IMPALA', 'ELAND']"
296470,"Loosen, as a knot",UNTIE,6,[]
296718,Lose,MISLAY,6,"['SHAKEOFF', 'SHAKE']"
143795,D,POOR,6,[]
18166,"""Prince ___"" (""Aladdin"" song)",ALI,6,[]
201487,Funny Philips,EMO,6,[]
201472,Funny Fey,TINA,6,[]
201605,Furies,IRES,6,[]
471637,Stratford's river,AVON,6,[]
471638,Stratford's stream,AVON,6,[]
405961,Red Rose,PETE,6,[]
295888,Longtime news inits.,UPI,6,['NPR']
32031,"""___ pass""",ITLL,6,[]
295970,Look after,SEETO,6,"['RUN', 'TEND', 'MIND']"
296919,Loser to D.D.E.,AES,6,[]
52842,Afflicts,AILS,6,[]
405216,Recess,ALCOVE,6,"['NOOK', 'BREAK', 'APSE', 'NICHE', 'REST']"
297132,Lost traction,SLID,6,[]
297201,Lotion letters,SPF,6,[]
201117,Full range,GAMUT,6,"['ATOZ', 'EXTENT']"
84440,Big name in jeans,LEE,6,['LEVI']
201231,Fumble,ERR,6,['GROPE']
471928,Strength,FORTE,6,"['STAMINA', 'POTENCY', 'SINEW', 'ASSET', 'MIGHT']"
471872,Street show,RAREE,6,[]
471799,Street ___,CRED,6,['SMARTS']
201473,Funny Fields,TOTIE,6,[]
143639,Cyclades island,IOS,6,['DELOS']
127264,Comic Mort,SAHL,6,[]
127275,Comic Rudner,RITA,6,[]
127259,Comic Margaret,CHO,6,[]
144007,D.E.A. agent,NARC,6,[]
200483,Frost-covered,RIMY,6,['RIMED']
107642,Carpe ___,DIEM,6,[]
472162,Strike down,SMITE,6,['UNDO']
18007,"""Pomp and Circumstance"" composer",ELGAR,6,[]
200761,Fruity drink,ADE,6,[]
200904,"Fugard's ""A Lesson From ___""",ALOES,6,[]
52775,Affirmatives,YESES,6,"['YEAS', 'AYES', 'YESSES']"
127210,Comic Carvey,DANA,6,[]
404690,Rears,STERNS,6,"['TUSHES', 'TAILENDS']"
297628,Love,ADORE,6,"['ARDOR', 'HON', 'CHERISH', 'EROS', 'AMOR']"
297604,Louts,YAHOOS,6,['BOORS']
32398,"""___ the ramparts...""",OER,6,[]
405286,Recipe direction,STIR,6,"['ADDIN', 'ADD', 'BEAT', 'CHILL', 'STIRIN', 'BLEND', 'BOIL', 'SCALD', 'STEAM']"
296877,Loser,ALSORAN,6,"['SCHMO', 'SHEDDER', 'ASS', 'ZERO', 'DWEEB']"
296859,Lose traction,SKID,6,[]
529868,West Indies native,CARIB,6,[]
126896,Comedian Smirnoff,YAKOV,6,[]
298091,Low-___,RES,6,"['TAR', 'CAL', 'CARB', 'TECH']"
298417,Lowly worker,SERF,6,"['PEON', 'COG', 'VASSAL']"
298399,Lowly laborer,PEON,6,['SERF']
32473,"""___ to differ""",IBEG,6,[]
403870,Ready to be drawn,ONTAP,6,[]
472696,Struck (out),XED,6,['EXED']
472747,Struggle,VIE,6,"['CONTEND', 'AGONIZE', 'EFFORT', 'TOIL']"
472707,Struck out,DELED,6,"['EXED', 'DELETED', 'XED', 'OMITTED']"
558087,___ effort,EFOR,6,['AFOR']
52619,Aeschylus trilogy,ORESTEIA,6,[]
127086,Comet competitor,AJAX,6,['BONAMI']
297959,Low digits,TOES,6,[]
298034,Low point,NADIR,6,"['MINIMUM', 'VALE']"
298229,Lowdown,POOP,6,"['SLEAZY', 'DIRT', 'SEAMY', 'FACTS', 'DOPE', 'MEAN', 'INFO']"
403767,Ready,ONTAP,6,"['STEELED', 'ONONESTOES', 'ALLSET', 'PRIMED', 'PREP', 'PREPARE', 'GETSET', 'SET', 'PRIME', 'ARM', 'RIPE', 'DONE', 'ALERT']"
403768,Ready,PREP,6,"['STEELED', 'ONONESTOES', 'ALLSET', 'PRIMED', 'PREPARE', 'GETSET', 'SET', 'PRIME', 'ARM', 'ONTAP', 'RIPE', 'DONE', 'ALERT']"
403772,Ready,RIPE,6,"['STEELED', 'ONONESTOES', 'ALLSET', 'PRIMED', 'PREP', 'PREPARE', 'GETSET', 'SET', 'PRIME', 'ARM', 'ONTAP', 'DONE', 'ALERT']"
403773,Ready,SET,6,"['STEELED', 'ONONESTOES', 'ALLSET', 'PRIMED', 'PREP', 'PREPARE', 'GETSET', 'PRIME', 'ARM', 'ONTAP', 'RIPE', 'DONE', 'ALERT']"
298698,Lucy's landlady,ETHEL,6,[]
32524,"""___ tu""",ERI,6,[]
298794,"Lukas of ""Witness""",HAAS,6,[]
403303,Razor sharpener,STROP,6,[]
517861,Urges,YENS,6,"['EGGSON', 'SPURS', 'DESIRES', 'ITCHES']"
473018,Studies,DENS,6,"['EXAMINES', 'LESSONS', 'BONESUP']"
107744,Carpet layer's calculation,AREA,6,[]
107741,Carpet fiber,ISTLE,6,[]
92175,Borscht vegetable,BEET,6,[]
472873,"Stuck, after ""in""",AJAM,6,"['AHOLE', 'ABIND', 'ARUT']"
199734,Friend of Francois,AMI,6,['AMIE']
298106,Low-cal,LITE,6,['DIETARY']
52360,Advantage,LEGUP,6,"['AVAIL', 'PLUS', 'EDGE', 'SAKE', 'ASSET', 'USE']"
32614,"""___ we there yet?""",ARE,6,[]
299065,"Lupino of ""High Sierra""",IDA,6,[]
403118,Rattle,UNNERVE,6,"['JAR', 'FAZE', 'UNHINGE', 'MARACA']"
473165,Stuff,CRAM,6,"['GORGE', 'MATTER', 'ITEMS', 'RAM', 'MATERIAL', 'GEAR', 'PACK', 'LOADUP', 'SATE', 'JAM', 'FILL', 'SATIATE']"
199415,"Frequently, in verse",OFT,6,[]
199439,Fresh,PERT,6,"['ORIGINAL', 'NEW', 'UNUSED', 'RECENT', 'LIPPY', 'ANEW', 'SASSY', 'NOVEL', 'RESTED', 'IMPUDENT', 'SAUCY', 'WISE']"
199433,Fresh,ANEW,6,"['PERT', 'ORIGINAL', 'NEW', 'UNUSED', 'RECENT', 'LIPPY', 'SASSY', 'NOVEL', 'RESTED', 'IMPUDENT', 'SAUCY', 'WISE']"
473167,Stuff,GEAR,6,"['GORGE', 'MATTER', 'ITEMS', 'RAM', 'MATERIAL', 'PACK', 'LOADUP', 'SATE', 'JAM', 'CRAM', 'FILL', 'SATIATE']"
72247,Baghdad's land,IRAQ,6,[]
199487,Freshen,RENEW,6,"['AERATE', 'AIROUT']"
143941,D.C. summer setting,EDT,6,[]
143914,D.C. insider,POL,6,[]
298541,Luau serving,POI,6,['PINEAPPLE']
298523,"Luau instrument, informally",UKE,6,[]
403762,Ready,ALLSET,6,"['STEELED', 'ONONESTOES', 'PRIMED', 'PREP', 'PREPARE', 'GETSET', 'SET', 'PRIME', 'ARM', 'ONTAP', 'RIPE', 'DONE', 'ALERT']"
558145,___ extra cost,ATNO,6,[]
558155,___ factor,ICK,6,['RHESUS']
52147,Adolescent,TEEN,6,"['TEENAGER', 'TEENAGE']"
32712,"""___ you kidding?""",ARE,6,[]
144276,Dagger,DIRK,6,"['SNEE', 'STILETTO']"
144207,Dadaist Hans,ARP,6,[]
473670,Sub,TEMP,6,"['ALTERNATE', 'STANDIN', 'SITIN', 'HOAGIE', 'HERO', 'UBOAT']"
198857,French nobleman,DUC,6,['COMTE']
473485,Sturm und ___,DRANG,6,[]
17693,"""Peer Gynt"" composer",GRIEG,6,[]
473401,Stuntman Knievel,EVEL,6,[]
199134,French way,RUE,6,[]
199090,French tire,PNEU,6,[]
517974,Use a divining rod,DOWSE,6,[]
517816,Urge,YEN,6,"['EGGON', 'IMPLORE', 'PRESS', 'IMPEL', 'COAX', 'GOAD', 'EXHORT', 'ITCH']"
99659,Bunches,ALOT,6,"['GOBS', 'TONS', 'ATON']"
52072,Admit (to),COP,6,"['OWNUP', 'CONFESS']"
300105,Made a choice,OPTED,6,[]
52088,"Admit, with ""up""",FESS,6,['OWN']
530166,Westernmost Aleutian,ATTU,6,[]
144467,Daisylike bloom,ASTER,6,[]
474573,Submarine sandwich,HERO,6,[]
474412,Subject preceder,INRE,6,[]
198610,French composer Erik,SATIE,6,[]
107900,Carrier to Tel Aviv,ELAL,6,[]
551685,Young 'un,TYKE,6,"['TOT', 'LAD', 'TAD']"
108003,Carry on,RAVE,6,"['PLY', 'RANTANDRAVE', 'ACTUP', 'KEEPGOING', 'TRANSACT', 'WAGE', 'RANT', 'CONTINUE']"
473583,Stylish,CHIC,6,"['TONY', 'CLASSY', 'ALAMODE', 'SMART', 'DRESSY', 'DAPPER']"
529952,Western Hemisphere grp.,OAS,6,[]
529957,Western Indian,OTOE,6,"['HOPI', 'OTO', 'UTE']"
402895,Rat Pack nickname,DINO,6,[]
99518,Bummed,SAD,6,['CADGED']
300453,Madhouse,ZOO,6,['BEDLAM']
99438,"Bullwinkle, e.g.",MOOSE,6,['TOON']
402401,Ransom ___ Olds,ELI,6,[]
32841,"""___, humbug!""",BAH,6,[]
51956,Adjutant,AIDE,6,[]
51961,Adlai's 1956 running mate,ESTES,6,[]
197947,Fraternity letters,PSIS,6,"['XIS', 'PIS', 'NUS', 'RHOS', 'PHIS']"
474945,Succeed,ENSUE,6,"['GOFAR', 'REPLACE', 'WORK', 'FOLLOW']"
474785,Subterfuge,RUSE,6,"['WILE', 'PLOY', 'PRETEXT', 'TRAP']"
198318,Freeze,ICEUP,6,"['STOP', 'HALT']"
198287,Frees (of),RIDS,6,[]
126754,Come to pass,OCCUR,6,"['ENSUE', 'ARISE', 'BETIDE', 'HAPPEN']"
126716,Come to,AWAKEN,6,"['EQUAL', 'REACH', 'WAKEN', 'ARRIVEAT', 'COST', 'ATTEND', 'WAKE', 'TOTAL']"
530082,Western native,UTE,6,"['OTOE', 'OTO']"
299909,Machu Picchu builder,INCA,6,[]
32730,"""___ you sure?""",ARE,6,[]
301066,"Mahler's ""Das Lied von der ___""",ERDE,6,[]
301049,Mah-jongg piece,TILE,6,[]
300986,Magnetic induction unit,GAUSS,6,['TESLA']
475319,Suds,BEER,6,"['FROTH', 'BREW', 'LATHERS']"
475242,Sudden outpouring,SPATE,6,[]
144658,Dame ___ Everage,EDNA,6,[]
197726,Frank McCourt memoir,TIS,6,[]
17439,"""Out!""",SCAT,6,"['BEATIT', 'SCRAM', 'BEGONE', 'LEAVE', 'SHOO']"
197899,Fraternal org.,BPOE,6,[]
197794,Frankfurt's river,ODER,6,[]
551565,You name it,NOUN,6,[]
551281,You can dig it,ORE,6,"['TRENCH', 'RELIC', 'DITCH']"
92121,Born's partner,BRED,6,[]
529961,Western Indians,UTES,6,['OTOS']
5793,"""Don't look ___!""",ATME,6,[]
300481,"Madison Square Garden, e.g.",ARENA,6,[]
51861,Adjoin,ABUT,6,['MEET']
301355,Main point,GIST,6,[]
401681,Raise,REAR,6,"['HIKE', 'PARENT', 'HOIST', 'ELEVATE', 'LEAVEN', 'BRINGUP', 'ERECT', 'ESCALATE', 'UPLIFT', 'SALARYHIKE']"
92106,Born as,NEE,6,[]
197495,Fragrance,ODOR,6,"['ATTAR', 'SCENT', 'AROMA']"
475601,Suffix with Manhattan,ITE,6,[]
475584,Suffix with Euclid,EAN,6,[]
72738,Ball,ORB,6,"['PELLET', 'GLOBE', 'GOODTIME', 'DANCE', 'SPHERE', 'GALA']"
51972,Adm. Zumwalt,ELMO,6,[]
300610,Maestro Toscanini,ARTURO,6,[]
5751,"""Don't give up!""",TRY,6,[]
300735,Magazine no.,ISS,6,[]
300672,Mag. staffers,EDS,6,[]
300928,Magician's name suffix,INI,6,[]
402203,Range,GAMUT,6,"['STRAY', 'ROVE', 'SWEEP', 'EXTENT', 'SCOPE', 'STOVE', 'SPAN', 'COMPASS', 'ROAM']"
32880,"""___, vidi, vici""",VENI,6,[]
301942,Make a bundle,BALE,6,[]
302105,Make a scene?,ACT,6,[]
302258,Make certain,ENSURE,6,['ASSURE']
401041,Radiation units,REMS,6,[]
51626,Additionally,TOO,6,"['AND', 'TOBOOT', 'ALSO', 'ELSE']"
99358,Bullets and such,AMMO,6,['AMMOS']
517415,Upon,ATOP,6,['ABOVE']
475982,Suffix with million,AIRE,6,[]
17241,"""Only Time"" singer",ENYA,6,[]
72887,Ballerina Pavlova,ANNA,6,[]
475637,Suffix with acetyl,ENE,6,[]
72842,Ball's partner,ARNAZ,6,[]
126621,Come before,ANTEDATE,6,"['ANTECEDE', 'PREDATE', 'PRECEDE']"
126605,Come back,ECHO,6,"['REOCCUR', 'REPLY', 'RESPOND', 'ANSWER', 'RECUR']"
126606,Come back,RECUR,6,"['REOCCUR', 'REPLY', 'ECHO', 'RESPOND', 'ANSWER']"
301128,Maidenform product,BRA,6,[]
558346,___ gestae,RES,6,[]
401053,Radiator sound,SSS,6,"['SSSS', 'HISS']"
401023,Radiate,EXUDE,6,"['EFFUSE', 'EMIT']"
51584,Addition,ELL,6,"['ANNEX', 'WING']"
51519,Added stipulations,ANDS,6,[]
400789,Raced,SPED,6,"['FLEW', 'TORE']"
400790,Raced,TORE,6,"['FLEW', 'SPED']"
196591,Fortuneteller's card,TAROT,6,[]
72971,Ballet step,PAS,6,['GLISSADE']
476011,Suffix with north or south,ERN,6,[]
108087,Carson's predecessor,PAAR,6,[]
551228,Yorkshire river,AIRE,6,"['URE', 'OUSE']"
475974,Suffix with meteor,ITE,6,['OID']
517534,Uproar,FUROR,6,"['FLAP', 'POTHER', 'RIOT', 'HULLABALOO', 'DIN', 'BEDLAM', 'ADO', 'RUMPUS', 'BROUHAHA', 'OUTCRY', 'TODO']"
517437,Upper crust,ELITE,6,"['GENTRY', 'SOCIETY']"
301976,Make a decision,OPT,6,['RULE']
400332,Quotation notation,ANON,6,[]
303959,Man ___,OWAR,6,['FRIDAY']
144944,Dancer Duncan,ISADORA,6,[]
517284,"Up, in baseball",ATBAT,6,[]
476140,Suffix with senor,ITA,6,[]
196085,Former enemy capital,HANOI,6,[]
476081,Suffix with project,ILE,6,[]
196413,Forsaken,LORN,6,"['ALONE', 'LEFT', 'DESOLATE', 'ALLALONE']"
476075,Suffix with press,URE,6,[]
196585,Fortuneteller,SEER,6,['SIBYL']
72951,Ballet movement,PLIE,6,[]
99297,Bull: Prefix,TAUR,6,"['TAURI', 'TAURO']"
4025,"""Caught you!""",AHA,6,"['BUSTED', 'OHO']"
116116,Chicago transports,ELS,6,[]
530315,Whale constellation,CETUS,6,[]
99302,Bulldog,YALIE,6,['ELI']
51271,Adam's madam,EVE,6,[]
33423,%: Abbr.,PCT,6,[]
73253,Bamako is its capital,MALI,6,[]
476406,Suggestions,INPUT,6,"['OVERTONES', 'HINTS']"
476473,Suitable,APT,6,"['SEEMLY', 'APROPOS']"
17088,"""Omigosh!""",EGAD,6,"['HOLYSMOKE', 'YIPE', 'YIKES']"
2764,"""Beat it!""",SHOO,6,"['GOHOME', 'SCRAM', 'SCAT', 'GETOUT', 'GOAWAY', 'GIT', 'GETLOST', 'AWAY']"
73145,Ballyhoo,TOUT,6,"['HOOPLA', 'TRUMPET', 'DIN', 'PROMOTE', 'ADO', 'PLUG', 'HYPE']"
195687,Former Israeli president Weizman,EZER,6,[]
400729,Race pace,TROT,6,[]
88083,Blackens,TARS,6,['CHARS']
985,"""A votre ___!""",SANTE,6,[]
400291,Quizzes,ASKS,6,['TESTS']
303679,Male deer,HART,6,['STAG']
303680,Male deer,STAG,6,['HART']
33310,#NAME?,ANODE,6,"['MEMORIAL', 'RIND', 'ITE', 'LIKE', 'IES', 'ENNE', 'CANDOR', 'TOBE', 'IONS', 'MEAL', 'CANE', 'SUF', 'ALIA', 'COALMINE', 'NECTAR', 'RHEO', 'NENE', 'ENDING', 'KEY', 'MANDARIN', 'ESE', 'ESQUE', 'SNO', 'ARCANE', 'ITA', 'VANDAL', 'ELECT', 'ION', 'RIGA', 'ISH', 'CODE']"
51171,Ad follower,HOC,6,['LIB']
399358,Quenched,SLAKED,6,[]
399017,Quashes,ENDS,6,"['NIXES', 'HALTS']"
398916,Quarterback Rodney,PEETE,6,[]
476763,Summer cooler,ICEE,6,"['SNOCONE', 'POOL', 'ICETEA', 'ICECREAM', 'ITALIANICE', 'FAN', 'CEILINGFAN', 'ADE', 'ICEWATER', 'ICEDTEA', 'SODA']"
476791,Summer ermine,STOAT,6,[]
476771,Summer coolers,ADES,6,"['ICETEAS', 'ICEES', 'ICES', 'BREEZES', 'MILKSHAKES']"
194809,Foreign policy grp.,NSC,6,[]
476663,Summa cum ___,LAUDE,6,[]
476544,Sulk,MOPE,6,"['BROOD', 'SNIT', 'POUT']"
145146,Dangerous gas,RADON,6,[]
88125,Blackmore heroine,DOONE,6,['LORNA']
126405,Column style,IONIC,6,['DORIC']
304261,"Manage, with ""out""",EKE,6,[]
400055,Quintillionth: Prefix,ATTO,6,[]
33324,#NAME?,ISH,6,"['MEMORIAL', 'RIND', 'ITE', 'LIKE', 'IES', 'ENNE', 'CANDOR', 'TOBE', 'IONS', 'MEAL', 'CANE', 'SUF', 'ALIA', 'COALMINE', 'NECTAR', 'RHEO', 'NENE', 'ENDING', 'KEY', 'MANDARIN', 'ESE', 'ESQUE', 'SNO', 'ARCANE', 'ITA', 'VANDAL', 'ANODE', 'ELECT', 'ION', 'RIGA', 'CODE']"
126238,Colorless,DRAB,6,"['ALBINO', 'WAN', 'ASHEN', 'PALE']"
398840,Quarrel,SPAT,6,"['TIFF', 'ARGUE', 'ROW', 'SETTO', 'DUSTUP', 'SCRAP', 'SPAR', 'FEUD', 'RUNIN']"
398714,Quaker pronoun,THEE,6,[]
398632,Quaint lodging,INN,6,[]
99032,Building beam,IBAR,6,['JOIST']
50944,Actress ___ Rachel Wood,EVAN,6,[]
50902,Actress Winslet,KATE,6,[]
145603,Darlin',HON,6,"['SUGAR', 'SWEETIEPIE']"
477227,Sunburned,RED,6,[]
477180,Sun. speech,SER,6,[]
194079,Football linemen: Abbr.,RTS,6,['RGS']
194323,For men only,STAG,6,[]
477005,Summit,APEX,6,"['VERTEX', 'ACME', 'ZENITH', 'TOP', 'TIPTOP']"
558316,___ fruit,UGLI,6,[]
399154,Queen ___ lace,ANNES,6,[]
51141,Ad ___,REM,6,"['LIB', 'LIBS', 'BIZ', 'NAUSEAM', 'HOC', 'REP']"
550975,"Yevtushenko's ""Babi ___""",YAR,6,[]
108448,"Cary of ""The Princess Bride""",ELWES,6,[]
477886,Supermarket chain,IGA,6,['AANDP']
477811,Superlative suffix,IEST,6,['EST']
477638,Superannuated,OLD,6,"['OVERAGE', 'AGED']"
193318,Following behind,INTOW,6,[]
73565,Bandleader Brown,LES,6,[]
477223,Sunburn soother,ALOE,6,[]
108359,Cartoonist Walker,MORT,6,[]
108363,Cartoonist Wilson,GAHAN,6,[]
532129,What it takes to tango,TWO,6,[]
126090,Colored part of the eye,IRIS,6,['UVEA']
50888,Actress Watts,NAOMI,6,[]
50854,Actress Tyler,LIV,6,[]
88231,Blame,ONUS,6,['RAP']
306156,Marc Antony's love,AMOR,6,[]
50829,Actress Thompson,LEA,6,"['SADA', 'EMMA', 'TESSA']"
307087,Maroon,ENISLE,6,"['STRAND', 'RED', 'ISOLATE']"
558482,___ homo,ECCE,6,[]
306911,Markers,IOUS,6,['CHITS']
398323,"Q-tip, e.g.",SWAB,6,['COTTONSWAB']
50806,Actress Talbot,NITA,6,[]
50820,Actress Tea,LEONI,6,[]
50792,Actress Streep,MERYL,6,[]
398030,Puts on TV,AIRS,6,[]
397991,Puts in stitches,SEWS,6,[]
546974,Wordsworth work,ODE,6,[]
73670,"Bangladesh's capital, old-style",DACCA,6,[]
16721,"""Of course!""",AHA,6,"['NATURALLY', 'DUH', 'ISEE', 'SURELY', 'YES', 'NATCH', 'YESINDEED', 'RIGHT']"
477957,Supermodel Wek,ALEK,6,[]
477937,Supermodel Bundchen,GISELE,6,[]
477942,Supermodel Cheryl,TIEGS,6,[]
397403,Put off,DEFER,6,"['FAZE', 'DETER', 'ESTRANGE', 'DELAYED', 'ALIENATED', 'TABLE', 'REPULSE', 'POSTPONE', 'ALIENATE']"
478566,Surfer wannabe,HODAD,6,[]
192548,Flynn of film,ERROL,6,[]
478388,Suppositions,IFS,6,[]
125726,Collision,IMPACT,6,[]
125641,College sr.'s test,GRE,6,[]
533658,What's up?,SKY,6,['NORTH']
50771,Actress Sophia,LOREN,6,[]
558569,___ ipsa loquitur,RES,6,[]
307271,Marsh growth,REED,6,"['PEAT', 'SEDGE', 'REEDS']"
50737,Actress Scacchi,GRETA,6,[]
50722,Actress Ryder,WINONA,6,[]
533765,Wheel turner,AXLE,6,[]
125433,Colleen,LASS,6,[]
125728,Collision sound,BAM,6,[]
306902,Marker letters,IOU,6,[]
73901,Bank take-back,REPO,6,[]
84016,Big lug,APE,6,['OAF']
192190,Flubs,ERRS,6,"['SLIPS', 'MUFFS', 'ERRORS', 'GOOFS']"
478840,Surrealist Max,ERNST,6,[]
478746,Surpass,OUTDO,6,"['EXCEL', 'ECLIPSE', 'OUTSHINE', 'TRUMP', 'TOP', 'BETTER', 'OUTSTRIP', 'OUTRANK']"
558647,___ l'oeil,TROMPE,6,[]
397139,Put down,LAID,6,"['PENNED', 'DENIGRATE', 'ENTER', 'TAUNT', 'DECRY', 'ASPERSE', 'ENTERED', 'DERIDE', 'DEGRADE', 'LAY', 'DEMEAN', 'ALIT', 'DIS', 'SET', 'DERIDED', 'BADMOUTH', 'SNUB', 'QUELL', 'QUASH', 'ABASED', 'ATE', 'ABASE', 'SLAM', 'AFFRONT', 'SLANDER', 'NOTE']"
50612,Actress Patricia,NEAL,6,[]
50564,Actress Myrna,LOY,6,[]
397042,Put away,ICED,6,"['STOW', 'STOWED', 'STORE', 'ATE', 'STORED', 'HID', 'SHELVE', 'SAVE', 'ICE', 'DOWN', 'STASH', 'EATEN', 'SAVED', 'JAILED', 'EAT', 'DOIN', 'ONICE']"
396928,Put ___ on (limit),ACAP,6,[]
397535,Put on the books,ENACT,6,[]
307519,Marveled aloud,OOHED,6,[]
307534,Marvin of Motown,GAYE,6,[]
397441,Put on TV,AIR,6,['AIRED']
397401,Put off,ALIENATE,6,"['FAZE', 'DETER', 'ESTRANGE', 'DELAYED', 'ALIENATED', 'TABLE', 'REPULSE', 'POSTPONE', 'DEFER']"
516794,Until now,ASYET,6,"['YET', 'HITHERTO', 'TODATE', 'SOFAR', 'SINCE']"
479438,Swarm,MOB,6,"['HIVE', 'BESIEGE', 'HORDE', 'TEEM']"
