,Date,Word,Clue,_f_number words,_f_length of clue,_f_avg word length,_f_percentage words that are upper-case,_f_ends in question,_f_no alphabet characters,_f_is quote,_f_contains underscore,_f_contains asterisk,_f_number of non-consecutive periods in clue,_f_is ellipsis in clue,_f_number commas in clue,_f_number non a-z or 1-9 characters in clue,_f_contains e.g.,_f_contains etc.,_f_contains in short,_f_contains briefly,_f_contains dir.,_f_contains bible clue,"_f_contains ,maybe or ,perhaps",_f_contains word before,_f_MentionsProfession
548091,3/21/2002,ALASKAN,"Dogsled runner, maybe",3,21,6.333333333333333,0.3333333333333333,False,3,False,False,False,0,False,1,0.14285714285714285,False,False,False,False,False,False,True,False,True
548105,3/21/2002,RAN,"Succumbed to fear, maybe",4,24,5.25,0.0,False,4,False,False,False,0,False,1,0.16666666666666666,False,False,False,False,False,False,True,False,False
548191,3/20/2002,AWOL,"Object of a manhunt, maybe",5,26,4.4,0.0,False,5,False,False,False,0,False,1,0.19230769230769232,False,False,False,False,False,False,True,False,False
548430,3/17/2002,TREETOP,"Perch, perhaps",2,14,6.5,0.5,False,2,False,False,False,0,False,1,0.14285714285714285,False,False,False,False,False,False,True,False,False
548486,3/16/2002,BORE,"Put to sleep, maybe",4,19,4.0,0.0,False,4,False,False,False,0,False,1,0.21052631578947367,False,False,False,False,False,False,True,False,False
548540,3/15/2002,EWER,"Painted vessel, perhaps",3,23,7.0,0.0,False,3,False,False,False,0,False,1,0.13043478260869565,False,False,False,False,False,False,True,False,False
548564,3/15/2002,REMIX,"Edit for radio, maybe",4,21,4.5,0.0,False,4,False,False,False,0,False,1,0.19047619047619047,False,False,False,False,False,False,True,False,False
548599,3/14/2002,ODDS,"9 to 5, maybe",4,13,2.5,0.0,False,6,False,False,False,0,False,1,0.3076923076923077,False,False,False,False,False,False,True,False,False
548615,3/14/2002,TALKSHOW,"Place to plug a new book, maybe",7,31,3.5714285714285716,0.0,False,7,False,False,False,0,False,1,0.22580645161290322,False,False,False,False,False,False,True,False,False
548676,3/13/2002,ONE,"Lunch hour, maybe",3,17,5.0,0.0,False,3,False,False,False,0,False,1,0.17647058823529413,False,False,False,False,False,False,True,False,False
548707,3/13/2002,SLY,"Winking, maybe",2,14,6.5,0.5,False,2,False,False,False,0,False,1,0.14285714285714285,False,False,False,False,False,False,True,False,False
549007,3/10/2002,SENOR,"Man in a sombrero, perhaps",5,26,4.4,0.0,False,5,False,False,False,0,False,1,0.19230769230769232,False,False,False,False,False,False,True,False,False
549075,3/9/2002,LUTED,"Accompanied a madrigal, maybe",4,29,6.5,0.0,False,4,False,False,False,0,False,1,0.13793103448275862,False,False,False,False,False,False,True,False,False
549318,3/5/2002,RANG,"Summoned help, maybe",3,20,6.0,0.0,False,3,False,False,False,0,False,1,0.15,False,False,False,False,False,False,True,False,False
549439,3/3/2002,SIDESTREET,"Shortcut, perhaps",2,17,8.0,0.5,False,2,False,False,False,0,False,1,0.11764705882352941,False,False,False,False,False,False,True,False,False
549473,3/3/2002,EMIGRE,"New citizen, perhaps",3,20,6.0,0.3333333333333333,False,3,False,False,False,0,False,1,0.15,False,False,False,False,False,False,True,False,False
549502,3/3/2002,LEGOS,"Building composition, maybe",3,27,8.333333333333334,0.0,False,3,False,False,False,0,False,1,0.1111111111111111,False,False,False,False,False,False,True,False,False
549518,3/3/2002,TALE,"Romance, perhaps",2,16,7.5,0.0,False,2,False,False,False,0,False,1,0.125,False,False,False,False,False,False,True,False,False
549576,3/2/2002,USEDCARSALESMAN,"One putting stickers on windows, maybe",6,38,5.5,0.0,False,6,False,False,False,0,False,1,0.15789473684210525,False,False,False,False,False,False,True,False,False
549827,2/27/2002,RESAW,"Further shorten, maybe",3,22,6.666666666666667,0.0,False,3,False,False,False,0,False,1,0.13636363636363635,False,False,False,False,False,False,True,False,False
549904,2/26/2002,DVD,"Blockbuster rental, perhaps",3,27,8.333333333333334,0.3333333333333333,False,3,False,False,False,0,False,1,0.1111111111111111,False,False,False,False,False,False,True,False,False
550056,2/24/2002,IDOL,"Object of incense burning, maybe",5,32,5.6,0.0,False,5,False,False,False,0,False,1,0.15625,False,False,False,False,False,False,True,False,False
550181,2/22/2002,REPO,"Tow truck hook-up, maybe",4,24,5.25,0.25,False,5,False,False,False,0,False,1,0.20833333333333334,False,False,False,False,False,False,True,False,False
550210,2/22/2002,SLIDER,"Perfect pitch, maybe",3,20,6.0,0.3333333333333333,False,3,False,False,False,0,False,1,0.15,False,False,False,False,False,False,True,False,False
550735,2/15/2002,INDENTER,"One hitting the tab key, maybe",6,30,4.166666666666667,0.0,False,6,False,False,False,0,False,1,0.2,False,False,False,False,False,False,True,False,False
550784,2/14/2002,IMAGE,"Projection, maybe",2,17,8.0,0.0,False,2,False,False,False,0,False,1,0.11764705882352941,False,False,False,False,False,False,True,False,False
551082,2/10/2002,NANAS,"Favorite babysitters, maybe",3,27,8.333333333333334,0.3333333333333333,False,3,False,False,False,0,False,1,0.1111111111111111,False,False,False,False,False,False,True,False,False
551167,2/10/2002,INTEARS,"Deeply touched, perhaps",3,23,7.0,0.3333333333333333,False,3,False,False,False,0,False,1,0.13043478260869565,False,False,False,False,False,False,True,False,False
551306,2/8/2002,SAUTE,"Cook in a wok, maybe",5,20,3.2,0.2,False,5,False,False,False,0,False,1,0.25,False,False,False,False,False,False,True,False,False
551331,2/7/2002,UFO,"Blinking light, maybe",3,21,6.333333333333333,0.0,False,3,False,False,False,0,False,1,0.14285714285714285,False,False,False,False,False,False,True,False,False
551481,2/5/2002,AROMA,"Indicator of freshness, perhaps",4,31,7.0,0.0,False,4,False,False,False,0,False,1,0.12903225806451613,False,False,False,False,False,False,True,False,False
551743,2/2/2002,DOC,"Exam giver, maybe",3,17,5.0,0.3333333333333333,False,3,False,False,False,0,False,1,0.17647058823529413,False,False,False,False,False,False,True,False,False
551833,2/1/2002,ERECT,"Not at ease, perhaps",4,20,4.25,0.0,False,4,False,False,False,0,False,1,0.2,False,False,False,False,False,False,True,False,False
551892,1/31/2002,OILER,"Spill source, perhaps",3,21,6.333333333333333,0.3333333333333333,False,3,False,False,False,0,False,1,0.14285714285714285,False,False,False,False,False,False,True,False,False
551922,1/31/2002,SPACEMAN,"One on a mission, maybe",5,23,3.8,0.0,False,5,False,False,False,0,False,1,0.21739130434782608,False,False,False,False,False,False,True,False,False
552333,1/26/2002,HESITATES,"Thinks twice, perhaps",3,21,6.333333333333333,0.3333333333333333,False,3,False,False,False,0,False,1,0.14285714285714285,False,False,False,False,False,False,True,False,False
552358,1/25/2002,JERKS,"Makes shakes, maybe",3,19,5.666666666666667,0.3333333333333333,False,3,False,False,False,0,False,1,0.15789473684210525,False,False,False,False,False,False,True,False,False
552418,1/24/2002,DIR,"Board mem., maybe",3,17,5.0,0.3333333333333333,False,4,False,False,False,1,False,1,0.23529411764705882,False,False,False,False,False,False,True,False,False
552756,1/20/2002,FRESHENS,"Gives a spritz, perhaps",4,23,5.0,0.0,False,4,False,False,False,0,False,1,0.17391304347826086,False,False,False,False,False,False,True,False,False
552843,1/19/2002,EASTER,"March event, maybe",3,18,5.333333333333333,0.3333333333333333,False,3,False,False,False,0,False,1,0.16666666666666666,False,False,False,False,False,False,True,False,False
552882,1/19/2002,PROM,"Limo destination, perhaps",3,25,7.666666666666667,0.3333333333333333,False,3,False,False,False,0,False,1,0.12,False,False,False,False,False,False,True,False,False
552952,1/17/2002,APSE,"Vaulted area, perhaps",3,21,6.333333333333333,0.0,False,3,False,False,False,0,False,1,0.14285714285714285,False,False,False,False,False,False,True,False,False
553035,1/16/2002,FAUN,"Lawn sculpture, maybe",3,21,6.333333333333333,0.3333333333333333,False,3,False,False,False,0,False,1,0.14285714285714285,False,False,False,False,False,False,True,False,False
553234,1/13/2002,MEDAL,"Cross, maybe",2,12,5.5,0.5,False,2,False,False,False,0,False,1,0.16666666666666666,False,False,False,False,False,False,True,False,False
553274,1/13/2002,KMART,"Site of a blue light, maybe",6,27,3.6666666666666665,0.16666666666666666,False,6,False,False,False,0,False,1,0.2222222222222222,False,False,False,False,False,False,True,False,False
553521,1/10/2002,REPAINT,"Brighten up, maybe",3,18,5.333333333333333,0.3333333333333333,False,3,False,False,False,0,False,1,0.16666666666666666,False,False,False,False,False,False,True,False,False
553554,1/9/2002,STRUTTED,"Imitated a peacock, maybe",4,25,5.5,0.0,False,4,False,False,False,0,False,1,0.16,False,False,False,False,False,False,True,False,False
553774,1/6/2002,SUPPE,"First course at a German restaurant, maybe",7,42,5.142857142857143,0.14285714285714285,False,7,False,False,False,0,False,1,0.16666666666666666,False,False,False,False,False,False,True,False,False
553824,1/6/2002,REWET,"Keep from drying out, perhaps",5,29,5.0,0.0,False,5,False,False,False,0,False,1,0.1724137931034483,False,False,False,False,False,False,True,False,False
554052,1/3/2002,ANO,"Request for Vanna, maybe",4,24,5.25,0.5,False,4,False,False,False,0,False,1,0.16666666666666666,False,False,False,False,False,False,True,False,False
554442,12/29/2001,SCREAMED,"Jumped off the page, maybe",5,26,4.4,0.0,False,5,False,False,False,0,False,1,0.19230769230769232,False,False,False,False,False,False,True,False,False
554470,12/28/2001,PARADER,"Baton twirler, maybe",3,20,6.0,0.3333333333333333,False,3,False,False,False,0,False,1,0.15,False,False,False,False,False,False,True,False,False
554978,12/22/2001,SCOT,"Angus, maybe",2,12,5.5,0.5,False,2,False,False,False,0,False,1,0.16666666666666666,False,False,False,False,False,False,True,False,False
555002,12/21/2001,CARD,"Stop at the door, perhaps",5,25,4.2,0.0,False,5,False,False,False,0,False,1,0.2,False,False,False,False,False,False,True,False,False
555005,12/21/2001,GOV,"Part of a U.R.L., maybe",5,23,3.8,0.2,False,8,False,False,False,3,False,1,0.34782608695652173,False,False,False,False,False,False,True,False,False
555081,12/20/2001,TRESS,"Ear cover, maybe",3,16,4.666666666666667,0.3333333333333333,False,3,False,False,False,0,False,1,0.1875,False,False,False,False,False,False,True,False,False
555092,12/20/2001,OVAL,"Lap path, perhaps",3,17,5.0,0.3333333333333333,False,3,False,False,False,0,False,1,0.17647058823529413,False,False,False,False,False,False,True,False,False
555254,12/18/2001,TALENT,"Scout's quest, maybe",3,20,6.0,0.0,False,4,False,False,False,0,False,1,0.2,False,False,False,False,False,False,True,False,False
555390,12/16/2001,PROTEGE,"Junior partner, maybe",3,21,6.333333333333333,0.3333333333333333,False,3,False,False,False,0,False,1,0.14285714285714285,False,False,False,False,False,False,True,False,False
555442,12/16/2001,SWERVED,"Avoided an accident, maybe",4,26,5.75,0.0,False,4,False,False,False,0,False,1,0.15384615384615385,False,False,False,False,False,False,True,False,False
555487,12/15/2001,FELLOVER,"Lost one's balance, perhaps",4,27,6.0,0.25,False,5,False,False,False,0,False,1,0.18518518518518517,False,False,False,False,False,False,True,False,False
555493,12/15/2001,RERATE,"Give more stars to, maybe",5,25,4.2,0.0,False,5,False,False,False,0,False,1,0.2,False,False,False,False,False,False,True,False,False
555516,12/14/2001,ACORN,"Part of a winter stash, maybe",6,29,4.0,0.0,False,6,False,False,False,0,False,1,0.20689655172413793,False,False,False,False,False,False,True,False,False
555583,12/13/2001,EERIE,"Unnerving, perhaps",2,18,8.5,0.0,False,2,False,False,False,0,False,1,0.1111111111111111,False,False,False,False,False,False,True,False,False
555620,12/13/2001,ARIA,"Part of a score, maybe",5,22,3.6,0.0,False,5,False,False,False,0,False,1,0.22727272727272727,False,False,False,False,False,False,True,False,False
555745,12/11/2001,DEMO,"Sales pitch enclosure, maybe",4,28,6.25,0.0,False,4,False,False,False,0,False,1,0.14285714285714285,False,False,False,False,False,False,True,False,False
555869,12/9/2001,SIREN,"Sleep ender, maybe",3,18,5.333333333333333,0.0,False,3,False,False,False,0,False,1,0.16666666666666666,False,False,False,False,False,False,True,False,False
555926,12/9/2001,ROLLER,"Furniture feature, maybe",3,24,7.333333333333333,0.0,False,3,False,False,False,0,False,1,0.125,False,False,False,False,False,False,True,False,False
556036,12/7/2001,STILLLIFES,"Fruit in a gallery, maybe",5,25,4.2,0.0,False,5,False,False,False,0,False,1,0.2,False,False,False,False,False,False,True,False,False
556046,12/7/2001,IDCARDS,"Entrance requirements, perhaps",3,30,9.333333333333334,0.0,False,3,False,False,False,0,False,1,0.1,False,False,False,False,False,False,True,False,False
556060,12/7/2001,PESTO,"49-Across topper, maybe",3,23,7.0,0.0,False,6,False,False,False,0,False,1,0.17391304347826086,False,False,False,False,False,False,True,False,False
556195,12/5/2001,ASTHMA,"Spring woe, maybe",3,17,5.0,0.0,False,3,False,False,False,0,False,1,0.17647058823529413,False,False,False,False,False,False,True,False,False
556241,12/4/2001,AGA,"Sheik's guest, maybe",3,20,6.0,0.3333333333333333,False,4,False,False,False,0,False,1,0.2,False,False,False,False,False,False,True,False,False
556275,12/4/2001,WENTSOLO,"Left the band, perhaps",4,22,4.75,0.0,False,4,False,False,False,0,False,1,0.18181818181818182,False,False,False,False,False,False,True,False,False
556561,12/1/2001,SKIT,"Child's play, perhaps",3,21,6.333333333333333,0.3333333333333333,False,4,False,False,False,0,False,1,0.19047619047619047,False,False,False,False,False,False,True,False,False
556564,11/30/2001,MANSE,"Church abutter, maybe",3,21,6.333333333333333,0.0,False,3,False,False,False,0,False,1,0.14285714285714285,False,False,False,False,False,False,True,False,False
556590,11/30/2001,WHISTLER,"Happy-go-lucky person, perhaps",3,30,9.333333333333334,0.0,False,5,False,False,False,0,False,1,0.16666666666666666,False,False,False,False,False,False,True,False,False
556649,11/29/2001,SPY,"Microfilmer, maybe",2,18,8.5,0.5,False,2,False,False,False,0,False,1,0.1111111111111111,False,False,False,False,False,False,True,False,False
557063,11/24/2001,INT,"I.R.S. charge, perhaps: Abbr.",4,29,6.5,0.5,False,9,False,False,False,4,False,1,0.3103448275862069,False,False,False,False,False,False,True,False,False
557113,11/23/2001,ELEVEN,"News time, maybe",3,16,4.666666666666667,0.3333333333333333,False,3,False,False,False,0,False,1,0.1875,False,False,False,False,False,False,True,False,False
557123,11/23/2001,BELLYFLOP,"Make a big splash, maybe",5,24,4.0,0.0,False,5,False,False,False,0,False,1,0.20833333333333334,False,False,False,False,False,False,True,False,False
557168,11/22/2001,ALIAS,"Smith, perhaps",2,14,6.5,0.5,False,2,False,False,False,0,False,1,0.14285714285714285,False,False,False,False,False,False,True,False,False
557342,11/20/2001,YOGI,"One who sits cross-legged, maybe",5,32,5.6,0.0,False,6,False,False,False,0,False,1,0.1875,False,False,False,False,False,False,True,False,False
557364,11/20/2001,REHEM,"Shorten again, perhaps",3,22,6.666666666666667,0.3333333333333333,False,3,False,False,False,0,False,1,0.13636363636363635,False,False,False,False,False,False,True,False,False
557474,11/18/2001,SOS,"Call at sea, maybe",4,18,3.75,0.0,False,4,False,False,False,0,False,1,0.2222222222222222,False,False,False,False,False,False,True,False,False
557585,11/17/2001,REEDIT,"Cut some more, maybe",4,20,4.25,0.0,False,4,False,False,False,0,False,1,0.2,False,False,False,False,False,False,True,False,False
557668,11/16/2001,ASEA,"Floating, perhaps",2,17,8.0,0.0,False,2,False,False,False,0,False,1,0.11764705882352941,False,False,False,False,False,False,True,False,False
557966,11/12/2001,COPAY,"One's share of a medical bill, maybe",7,36,4.285714285714286,0.0,False,8,False,False,False,0,False,1,0.2222222222222222,False,False,False,False,False,False,True,False,False
558127,11/10/2001,TUNAFISH,"Need for a melt, maybe",5,22,3.6,0.0,False,5,False,False,False,0,False,1,0.22727272727272727,False,False,False,False,False,False,True,False,False
558306,11/7/2001,SEAWAY,"Enlarged river, perhaps",3,23,7.0,0.3333333333333333,False,3,False,False,False,0,False,1,0.13043478260869565,False,False,False,False,False,False,True,False,False
558725,11/2/2001,AMBUSH,"Lurker's plan, perhaps",3,22,6.666666666666667,0.3333333333333333,False,4,False,False,False,0,False,1,0.18181818181818182,False,False,False,False,False,False,True,False,False
558747,11/2/2001,FRO,"Not to, maybe",3,13,3.6666666666666665,0.0,False,3,False,False,False,0,False,1,0.23076923076923078,False,False,False,False,False,False,True,False,False
558761,11/2/2001,ACHY,"Fluish, perhaps",2,15,7.0,0.0,False,2,False,False,False,0,False,1,0.13333333333333333,False,False,False,False,False,False,True,False,False
558853,10/31/2001,NARROW,"AAA, maybe",2,10,4.5,0.5,False,2,False,False,False,0,False,1,0.2,False,False,False,False,False,False,True,False,False
558946,10/30/2001,RESEAT,"Move to the front row, maybe",6,28,3.8333333333333335,0.0,False,6,False,False,False,0,False,1,0.21428571428571427,False,False,False,False,False,False,True,False,False
559079,10/28/2001,ANTE,"A chip, maybe",3,13,3.6666666666666665,0.0,False,3,False,False,False,0,False,1,0.23076923076923078,False,False,False,False,False,False,True,False,False
559084,10/28/2001,UFO,"Amateur video subject, maybe",4,28,6.25,0.0,False,4,False,False,False,0,False,1,0.14285714285714285,False,False,False,False,False,False,True,False,False
559170,10/28/2001,OMELET,"Dish with hash browns, maybe",5,28,4.8,0.0,False,5,False,False,False,0,False,1,0.17857142857142858,False,False,False,False,False,False,True,False,False
559454,10/24/2001,ITCH,"Result of a bite, maybe",5,23,3.8,0.0,False,5,False,False,False,0,False,1,0.21739130434782608,False,False,False,False,False,False,True,False,False
559645,10/21/2001,CROP,"Cut short, maybe",3,16,4.666666666666667,0.3333333333333333,False,3,False,False,False,0,False,1,0.1875,False,False,False,False,False,False,True,False,False
559680,10/21/2001,ONADATE,"Out at the prom, maybe",5,22,3.6,0.0,False,5,False,False,False,0,False,1,0.22727272727272727,False,False,False,False,False,False,True,False,False
560148,10/14/2001,NAE,"Bonny lass's reply, maybe",4,25,5.5,0.25,False,5,False,False,False,0,False,1,0.2,False,False,False,False,False,False,True,False,False
560241,10/14/2001,RIBALD,"Bringing a blush to the cheek, maybe",7,36,4.285714285714286,0.0,False,7,False,False,False,0,False,1,0.19444444444444445,False,False,False,False,False,False,True,False,False
560303,10/13/2001,ORATE,"Captivate the crowd, maybe",4,26,5.75,0.0,False,4,False,False,False,0,False,1,0.15384615384615385,False,False,False,False,False,False,True,False,False
560315,10/13/2001,NANNIES,"Girl watchers, perhaps",3,22,6.666666666666667,0.3333333333333333,False,3,False,False,False,0,False,1,0.13636363636363635,False,False,False,False,False,False,True,False,False
560386,10/11/2001,NARC,"One who works with dogs, maybe",6,30,4.166666666666667,0.0,False,6,False,False,False,0,False,1,0.2,False,False,False,False,False,False,True,False,False
560407,10/11/2001,SRI,"Part of a mystic's name, maybe",6,30,4.166666666666667,0.0,False,7,False,False,False,0,False,1,0.23333333333333334,False,False,False,False,False,False,True,False,False
560575,10/9/2001,SKI,"Go downhill, maybe",3,18,5.333333333333333,0.3333333333333333,False,3,False,False,False,0,False,1,0.16666666666666666,False,False,False,False,False,False,True,False,False
560651,10/8/2001,DYE,"Go blond, perhaps",3,17,5.0,0.3333333333333333,False,3,False,False,False,0,False,1,0.17647058823529413,False,False,False,False,False,False,True,False,False
560735,10/7/2001,RARE,"Reddish, perhaps",2,16,7.5,0.0,False,2,False,False,False,0,False,1,0.125,False,False,False,False,False,False,True,False,False
560759,10/7/2001,HERETIC,"Freethinker, perhaps",2,20,9.5,0.5,False,2,False,False,False,0,False,1,0.1,False,False,False,False,False,False,True,False,False
560768,10/7/2001,TEN,"Part of a split, perhaps",5,24,4.0,0.0,False,5,False,False,False,0,False,1,0.20833333333333334,False,False,False,False,False,False,True,False,False
560778,10/7/2001,BALSA,"Model's makeup, maybe",3,21,6.333333333333333,0.3333333333333333,False,4,False,False,False,0,False,1,0.19047619047619047,False,False,False,False,False,False,True,False,True
560827,10/6/2001,ASIDES,"Whispers, maybe",2,15,7.0,0.0,False,2,False,False,False,0,False,1,0.13333333333333333,False,False,False,False,False,False,True,False,False
560925,10/4/2001,REST,"Doctor's advice, perhaps",3,24,7.333333333333333,0.3333333333333333,False,4,False,False,False,0,False,1,0.16666666666666666,False,False,False,False,False,False,True,False,True
561066,10/2/2001,ABED,"Unwell, perhaps",2,15,7.0,0.5,False,2,False,False,False,0,False,1,0.13333333333333333,False,False,False,False,False,False,True,False,False
561150,10/1/2001,GRAYER,"Showing more age, maybe",4,23,5.0,0.0,False,4,False,False,False,0,False,1,0.17391304347826086,False,False,False,False,False,False,True,False,False
561387,9/29/2001,SOUTHS,"Moves to a warmer place, perhaps",6,32,4.5,0.0,False,6,False,False,False,0,False,1,0.1875,False,False,False,False,False,False,True,False,False
561517,9/27/2001,VANE,"Rooster site, maybe",3,19,5.666666666666667,0.3333333333333333,False,3,False,False,False,0,False,1,0.15789473684210525,False,False,False,False,False,False,True,False,False
561679,9/24/2001,DADA,"Baby's first word, maybe",4,24,5.25,0.25,False,5,False,False,False,0,False,1,0.20833333333333334,False,False,False,False,False,False,True,False,False
561885,9/22/2001,SWIM,"Do laps, perhaps",3,16,4.666666666666667,0.3333333333333333,False,3,False,False,False,0,False,1,0.1875,False,False,False,False,False,False,True,False,False
561997,9/20/2001,MIDYEAR,"Exam time, maybe",3,16,4.666666666666667,0.0,False,3,False,False,False,0,False,1,0.1875,False,False,False,False,False,False,True,False,False
562286,9/16/2001,NOOIL,"Cause of a blown engine, maybe",6,30,4.166666666666667,0.0,False,6,False,False,False,0,False,1,0.2,False,False,False,False,False,False,True,False,False
562406,9/15/2001,UPSCALE,"Catering to loaded people, perhaps",5,34,6.0,0.0,False,5,False,False,False,0,False,1,0.14705882352941177,False,False,False,False,False,False,True,False,False
562594,9/12/2001,AFAR,"Out of range, maybe",4,19,4.0,0.0,False,4,False,False,False,0,False,1,0.21052631578947367,False,False,False,False,False,False,True,False,False
562596,9/12/2001,NEAR,"Within range, maybe",3,19,5.666666666666667,0.0,False,3,False,False,False,0,False,1,0.15789473684210525,False,False,False,False,False,False,True,False,False
562754,9/10/2001,OGLER,"Girl watcher, perhaps",3,21,6.333333333333333,0.3333333333333333,False,3,False,False,False,0,False,1,0.14285714285714285,False,False,False,False,False,False,True,False,False
562932,9/9/2001,SLEET,"Cause of an accident, maybe",5,27,4.6,0.0,False,5,False,False,False,0,False,1,0.18518518518518517,False,False,False,False,False,False,True,False,False
563468,9/1/2001,FLASHBACK,"Childhood scene, perhaps",3,24,7.333333333333333,0.3333333333333333,False,3,False,False,False,0,False,1,0.125,False,False,False,False,False,False,True,False,False
563534,8/31/2001,ALERT,"Ready to react, perhaps",4,23,5.0,0.0,False,4,False,False,False,0,False,1,0.17391304347826086,False,False,False,False,False,False,True,False,False
563688,8/29/2001,OVERTIP,"Leave 50%, maybe",3,16,4.666666666666667,0.0,False,6,False,False,False,0,False,1,0.25,False,False,False,False,False,False,True,False,False
563743,8/28/2001,TENAM,"Coffee break time, maybe",4,24,5.25,0.25,False,4,False,False,False,0,False,1,0.16666666666666666,False,False,False,False,False,False,True,False,False
563875,8/26/2001,TRAINS,"Expresses, maybe",2,16,7.5,0.0,False,2,False,False,False,0,False,1,0.125,False,False,False,False,False,False,True,False,False
563901,8/26/2001,NOSH,"Diet breaker, maybe",3,19,5.666666666666667,0.3333333333333333,False,3,False,False,False,0,False,1,0.15789473684210525,False,False,False,False,False,False,True,False,False
563962,8/26/2001,PEERIN,"Look through a window, maybe",5,28,4.8,0.2,False,5,False,False,False,0,False,1,0.17857142857142858,False,False,False,False,False,False,True,False,False
564088,8/24/2001,PAWN,"Castle protector, maybe",3,23,7.0,0.3333333333333333,False,3,False,False,False,0,False,1,0.13043478260869565,False,False,False,False,False,False,True,False,False
564176,8/23/2001,TOGAS,"Frat party outfits, perhaps",4,27,6.0,0.25,False,4,False,False,False,0,False,1,0.14814814814814814,False,False,False,False,False,False,True,False,False
564192,8/22/2001,DESIRE,"Getting a raise, maybe",4,22,4.75,0.0,False,4,False,False,False,0,False,1,0.18181818181818182,False,False,False,False,False,False,True,False,False
564206,8/22/2001,SHAY,"Dobbin's tow, maybe",3,19,5.666666666666667,0.3333333333333333,False,4,False,False,False,0,False,1,0.21052631578947367,False,False,False,False,False,False,True,False,False
564237,8/22/2001,LATEN,"Go past midnight, maybe",4,23,5.0,0.25,False,4,False,False,False,0,False,1,0.17391304347826086,False,False,False,False,False,False,True,False,False
564329,8/21/2001,OGLE,"Look at a looker, perhaps",5,25,4.2,0.0,False,5,False,False,False,0,False,1,0.2,False,False,False,False,False,False,True,False,False
564646,8/17/2001,HOOTER,"Unhappy audience member, maybe",4,30,6.75,0.0,False,4,False,False,False,0,False,1,0.13333333333333333,False,False,False,False,False,False,True,False,False
564648,8/17/2001,EMIGRE,"New citizen, perhaps",3,20,6.0,0.3333333333333333,False,3,False,False,False,0,False,1,0.15,False,False,False,False,False,False,True,False,False
564730,8/15/2001,SALSA,"Taco topper, perhaps",3,20,6.0,0.3333333333333333,False,3,False,False,False,0,False,1,0.15,False,False,False,False,False,False,True,False,False
564972,8/12/2001,ROADIE,"Speaker accompanier, perhaps",3,28,8.666666666666666,0.3333333333333333,False,3,False,False,False,0,False,1,0.10714285714285714,False,False,False,False,False,False,True,False,False
565031,8/12/2001,BATSIN,"Enables a runner to score, maybe",6,32,4.5,0.0,False,6,False,False,False,0,False,1,0.1875,False,False,False,False,False,False,True,False,True
565090,8/11/2001,MGR,"M.B.A., maybe",2,13,6.0,0.5,False,5,False,False,False,3,False,1,0.38461538461538464,False,False,False,False,False,False,True,False,False
565139,8/10/2001,TOWCAR,"Vehicle in a no-parking zone, maybe",6,35,5.0,0.0,False,7,False,False,False,0,False,1,0.2,False,False,False,False,False,False,True,False,False
565151,8/10/2001,LATENS,"Gets dark, perhaps",3,18,5.333333333333333,0.0,False,3,False,False,False,0,False,1,0.16666666666666666,False,False,False,False,False,False,True,False,False
565194,8/9/2001,TOUR,"Vacation plan, maybe",3,20,6.0,0.0,False,3,False,False,False,0,False,1,0.15,False,False,False,False,False,False,True,False,False
565298,8/8/2001,LAP,"1/4 mile, maybe",3,15,4.333333333333333,0.0,False,6,False,False,False,0,False,1,0.26666666666666666,False,False,False,False,False,False,True,False,False
565615,8/4/2001,AWE,"Cow, maybe",2,10,4.5,0.5,False,2,False,False,False,0,False,1,0.2,False,False,False,False,False,False,True,False,False
565700,8/3/2001,LUGED,"Raced down a chute, perhaps",5,27,4.6,0.2,False,5,False,False,False,0,False,1,0.18518518518518517,False,False,False,False,False,False,True,False,False
565800,8/1/2001,ICY,"In need of salting, maybe",5,25,4.2,0.0,False,5,False,False,False,0,False,1,0.2,False,False,False,False,False,False,True,False,False
565818,8/1/2001,PERK,"Dental plan, maybe",3,18,5.333333333333333,0.3333333333333333,False,3,False,False,False,0,False,1,0.16666666666666666,False,False,False,False,False,False,True,False,False
565827,8/1/2001,SCENICS,"Nature films, perhaps",3,21,6.333333333333333,0.0,False,3,False,False,False,0,False,1,0.14285714285714285,False,False,False,False,False,False,True,False,False
565833,8/1/2001,TENLB,"Potato sack wt., maybe",4,22,4.75,0.25,False,5,False,False,False,1,False,1,0.22727272727272727,False,False,False,False,False,False,True,False,False
566001,7/29/2001,BEARER,"Payee, perhaps",2,14,6.5,0.5,False,2,False,False,False,0,False,1,0.14285714285714285,False,False,False,False,False,False,True,False,False
566145,7/28/2001,CURRY,"Spice with rice, maybe",4,22,4.75,0.0,False,4,False,False,False,0,False,1,0.18181818181818182,False,False,False,False,False,False,True,False,False
566271,7/26/2001,ALIASES,"Jones and Smith, maybe",4,22,4.75,0.5,False,4,False,False,False,0,False,1,0.18181818181818182,False,False,False,False,False,False,True,False,False
566281,7/26/2001,NOON,"Twelve, maybe",2,13,6.0,0.5,False,2,False,False,False,0,False,1,0.15384615384615385,False,False,False,False,False,False,True,False,False
566425,7/24/2001,DYED,"Turned blue, perhaps",3,20,6.0,0.0,False,3,False,False,False,0,False,1,0.15,False,False,False,False,False,False,True,False,False
566664,7/21/2001,DUEL,"Quarrel settler, maybe",3,22,6.666666666666667,0.3333333333333333,False,3,False,False,False,0,False,1,0.13636363636363635,False,False,False,False,False,False,True,False,False
