Clue,Expected Answer,Wikipedia Page Title,Title Match,Content Match,Searched Wikipedia Titles
Fierce,badass,Link (The Legend of Zelda),False,True,"I Am... Sasha Fierce, Fierce!, Fierce Creatures, Fierceness, Fierce People, Inland taipan, Jaidynn Diore Fierce, Fierce Five, One Fierce Beer Coaster, Sew Fierce, Ram Dass, Fierce pussy, Fierce (disambiguation), Robin Fierce, Something Fierce, Fierce People (film), Yanomamö: The Fierce People, Fierce Conversations, Colin Hay, Fierce Angel, CAC/PAC JF-17 Thunder, The Wind's Fierce, The Fierce Wife, Wrathful deities, Fierce (fragrance), Fierce Light, No Beast. So Fierce., Come with Fierce Grace, Vsevolod I Svyatoslavich, MidOcean Partners, Fierce Silence, Beyblade: Fierce Battle, A Fierce Pancake, Fierce Panda Records, Fierce Harmony, Dry Wood Fierce Fire, Link (The Legend of Zelda), Fierce Heart, Batuka Bhairava, One Fierce Beer Run, Fierce Hearts, Fierce, Isakowitz and Blalock, The Fierce Dispute, Crack Fierce, Fierce-fire Oil Cabinet, Something Fierce (band), Alexander I of Scotland, Celtic F.C."
"Most desirable, as guests",alist,Vicky Kaushal,False,True,"Simi Selects India's Most Desirable, Rukmini Maitra, Kavin (actor), List of awards and nominations received by Shruti Haasan, List of awards and nominations received by Samantha Ruth Prabhu, Gashmeer Mahajani, Sonam Bajwa, Rio Raj, Isha Talwar, Yash Dasgupta, Srinidhi Shetty, Parth Samthaan, Hotel amenity, Tejashri Pradhan, Charisma Carpenter, Siddharth Chandekar, Diljit Dosanjh, Rakul Preet Singh, Sophie Monk, Vatsal Sheth, Manimegalai, Kriti Kharbanda, Viraat (actor), List of awards and nominations received by Sharon Stone, Rakshit Shetty, Shonali Nagrani, Amey Wagh, General manager, William Baldwin, Jennifer Winget, Haifa Wehbe, Ramya Pandian, Ali Landry, Procrustes, Courtney Love, Raqesh Bapat, Hutch (furniture), Mohsin Khan (actor), Aishwarya Rajesh, Hina Khan, Authorization, Aditi Rao Hydari, Roselyn Sánchez, Ashwin Kumar Lakshmikanthan, Ananya Panday, Natalie Imbruglia, Arjun Chakrabarty, Vicky Kaushal, Kiara Advani, Dino Morea"
Ulta competitor,sephora,Fashion Fair,False,True,"Michaels, Trixie Mattel, Bud Light boycott, Hospira, Ispmanager, Brunswick Corporation, Electro-Motive Diesel, Kraft Heinz, The Worst Witch (1998 TV series), Univar Solutions, Boeing, McDonald's, Bias against left-handed people, Fashion Fair, History of Target Corporation, Shampoo, Caterpillar Inc., Archer Daniels Midland, Motorola, SIRVA, Veradigm, Kmart, Eby-Brown, USG Corporation, Florists' Transworld Delivery, Perdoceo, UltraViolet (website), Eastland Mall (Bloomington, Illinois)"
Whizzes,experts,No Title Match,False,False,"The Quants, WarGames, Love Is in the Air (2023 film), Scott Patterson (author), The Incredibles"
"Accepts a ring, perhaps",saysyes,No Title Match,False,False,"The Lord of the Rings: The Fellowship of the Ring, Culper Ring, One Ring, Circular buffer, MIT class ring, Gollum, Peter Jackson's interpretation of The Lord of the Rings, Boromir, Addiction to power in The Lord of the Rings, Viking ring fortress, Stonehenge, Dark Kingdom: The Dragon King, List of national flags of sovereign states, Bilbo Baggins, Algernon Charles Swinburne, Get in the Ring, Galadriel, The Postman Always Rings Twice (1946 film), Quilt, Walk the Line, Gothic runic inscriptions, Ragnar Lodbrok, Savi (film), Don Wilson (kickboxer), The Big Fix (South Park), WrestleMania 38, Personal life of Lindsay Lohan, Larry Zbyszko, The Magic of Ordinary Days, Tiffeneau–Demjanov rearrangement, Literary reception of The Lord of the Rings, The Penguin (TV series), Ernest Miller, Crown Jewels of the United Kingdom, Muhammad Ali, Tolkien and the classical world, The Wood Beyond the World, List of Turn: Washington's Spies episodes, Tojo Yamamoto, Sonic the Hedgehog, Denver Broncos, Gorgeous George, Professional wrestling match types, Not as a Stranger, Partridge v Crittenden, Oakland Athletics, Doge of Venice, List of Lucifer episodes, A. E. Douglass, Cadaver Synod"
Ice cream shop supplies,syrups,No Title Match,False,False,"Rossi's, Fosselman's Ice Cream Company, Gertrude Hawk Chocolates, Trade credit, List of franchises, Turkey Hill (company), Sacramento Executive Airport, Deals, Rubble & Crew, Bánh mì, Howard Deering Johnson, House of Pies, Beatrice Foods, Lewis Road Creamery, Eddie Woolbright, Convenience store, Dollar Tree, The Wizarding World of Harry Potter (Universal Orlando Resort), The Dunes Club, Maypole Dairy Company, Shopping, Candy Land, Places in Harry Potter, The Cocoa Trees, Wallace & Gromit's Grand Adventures, Ballerina Farm, Snowman, Bertie Beetle, Gooey butter cake, The Wizarding World of Harry Potter, Wandering River, Fish and chips, Pie, Balakhal, Matador, Texas, Food truck, Benihana, Davao City, List of Walmart brands, Standard Industrial Classification, List of Australian and New Zealand dishes, Malkhei Yisrael Street, The Best Little Girl in the World, Stabler-Leadbeater Apothecary Shop, Space food, Tomorrowland (Disney Parks), Stranger Things season 3, Cuisine of Carmarthenshire, Migros"
River in Picardy,somme,Somme (river),True,True,"Somme (river), Counts and dukes of Valois, Battle of the Somme, Blue Picardy Spaniel, Selle, Ancre, Avre (Somme), St Peter's Church, Le Crotoy, Battle of Amiens (1918), Ponthieu, Operation Michael, Hundred Days Offensive, Albert, Somme, Bresle (river), First Battle of Picardy, The Crimson Rivers (TV series), Authie (river), Sambre, Amiens, Battle of Gisors, First Battle of the Marne, French cuisine, Picardy (wine), Somme towns, Philip François Renault, Liane (river), Oise, Red Sea crisis, Louis XI, Fleur-de-lis, Ham, Somme, Aisne, Château-Thierry, Huguenots, Henry IV of France, German invasion of Belgium (1914), French wine, Guise, Edinburgh, Belvedere, London, Beauvais, Forest of Compiègne, Race to the Sea, History of Amiens, Marine Le Pen, Count, Isleworth, Battle of Crécy, First French War of Religion (1562–1563), 82nd Airborne Division"
Yemeni money,rial,Yemeni rial,True,True,"Yemeni rial, Yemeni diaspora, Yemenis, Saudi-led intervention in the Yemeni civil war, Yemeni Armed Forces, Yemeni civil war (2014–present), Yemen, Economy of Yemen, Houthis, Nimisha Priya, Central Bank of Yemen, North Yemen civil war, COVID-19 pandemic in Yemen, Yemenite Jews, North Yemeni rial, Sanaa, Houthi insurgency, History of Yemen, Houthi–Saudi Arabian conflict, Caffè mocha, Ali Abdullah Saleh, Imams of Yemen, United Kingdom–Yemen relations, Terrorism in Yemen, Tribes of Yemen, Nujood Ali, Refugees on Jeju Island, Yemeni dinar, 2013 Yemeni Ministry of Defense attack, Al-Qaeda insurgency in Yemen, 20 July 2024 Israeli attack on Yemen, 2016–2022 Yemen cholera outbreak, Nada al-Ahdal, Women in Yemen, Slavery in Yemen, Salmon Fishing in the Yemen (novel), Financial Action Task Force, Islamic State – Yemen Province, Sadiq al-Ahmar, Raydah, Anti–money laundering, Abdrabbuh Mansur Hadi, Al-Qaeda in Yemen, Foreign involvement in the Yemeni civil war (2014–present), Islamic Emirate of Yemen, Women National Committee (Yemen), Jambiya"
Facial spot,spa,Hemifacial spasm,True,True,"Facial (sexual act), Facial recognition system, Nilgai, Fordyce spots, Physical attractiveness, Liver spot, Saola, Beauty mark, List of hairstyles, Horse markings, Koplik's spots, Peacock goat, Gold Spot, Face, Northeast African cheetah, Plastic surgery, Flushing (physiology), European paper wasp, Horned puffin, White-starred robin, Skull, Paul Ekman, Birthmark, Predictive policing in the United States, Computer vision dazzle, Melanocytic nevus, Hemifacial spasm, Straight razor, Bactrocera correcta, Erysipelas, Royale (brand), Chuang Asia: Season 2, Atypical facial pain, Cosmetics, Fatigue detection software, Mouse, Tasmanian devil, Christopher Reeve, List of datasets in computer vision and image processing, Hyperpigmentation, Monroe piercing, Hair loss, Foodstuffs (company), Alleged doubles of Vladimir Putin, Common krait, Casualties of the Russo-Ukrainian War, History of Facebook, The Wild Robot"
"Gave faithfully, in a way",tithed,No Title Match,False,False,"Juliane Koepcke, Journey (band), A.I. Artificial Intelligence, Less than Zero (film), The Lizzie McGuire Movie, Santaji Ghorpade, Puss in Boots (2011 film), Oath of office, Punch and Judy, Life After Death (TobyMac album), Animal Farm, Gran Turismo (film), Narayan Rao, My Fair Lady (film), Mars Attacks!, Blank cheque, Bridgerton, Leon Czolgosz, Powers of the president of the United States, The Parent Trap (1998 film), Steve Perry, Hallucination (artificial intelligence), The Boys season 4, Rings of Power, Unitary executive theory, Dead Souls (song), Ogygia, To Kill a Mockingbird, Pope, John Carter (film), Rudolf Höss, Legend of Grimrock, Norman Osborn (Sam Raimi film series), List of A Song of Ice and Fire characters, Daredevil (film), Game of Thrones season 1, Njan Prakashan, Polytechnique (film), Marianne Faithfull, Bay Psalm Book, The Thief and the Cobbler, Journey to Regionals, Raju Chacha, Strategy, Mennonites, Never Back Down, Seppuku, A Series of Unfortunate Events (TV series), Scary Stories to Tell in the Dark (film), Paul Twitchell"
"___ Stark, role for which Sophie Turner was Emmy-nominated",sansa,Sansa Stark,True,True,"Sophie Turner, Sansa Stark, Maisie Williams, Winterfell (Game of Thrones episode), Game of Thrones season 1, List of awards and nominations received by Game of Thrones, Game of Thrones season 4, Ted Lasso, Game of Thrones season 5, Game of Thrones season 7, Lee Grant, Game of Thrones season 2, List of Primetime Emmy Awards received by HBO, Game of Thrones season 8, A Raisin in the Sun, Game of Thrones season 6, The Spoils of War (Game of Thrones), Game of Thrones title sequence, Christopher Reeve, Bob Newhart, Game of Thrones season 3, Jamie Lee Curtis, Tina Fey, Luke Perry, Beyond the Wall (Game of Thrones), Game of Thrones, 71st Primetime Emmy Awards, Judy Garland, List of filmography and awards of Mary Tyler Moore, Neighbours, PTV (Family Guy), List of recurring The Simpsons characters, The Book of Boba Fett, It (miniseries), The X-Files, List of people from Texas, List of Brown University alumni, List of soap opera villains, American Idol, List of Vanderbilt University people, List of people from Missouri"
Put down,laid,Great Railroad Strike of 1877,False,True,"List of Assassin's Creed characters, Wicket, Put It Down, Putting down, List of The Walking Dead (TV series) characters, Laws of Cricket, The Lamb Lies Down on Broadway, Who put Bella in the wych elm?, Put It Down (South Park), Put Down That Weapon, Shays's Rebellion, Put It Down (Redman song), Speed (card game), Run out, Mr. Put It Down, Facelift (album), Teetotum, Put the Gun Down, Down with Love, Stump (cricket), Siege of Banu Qurayza, Third Servile War, Fonzie, List of guest stars on Sesame Street, List of World War II weapons of Denmark, Put Down Your Whip, Tumbler (glass), Japanese profanity, Switch (card game), German East Africa, Kuva-yi Seyyare, Stumped, Put Down Your Whip (painting), Metrical foot, Put It Down (Brandy song), Chen Liting, Blue Peter Book Award, Carlist Wars, Satrap, Otto III, Holy Roman Emperor, She Don't Put It Down, Animal euthanasia, Down to Earth (Rainbow album), Count Theodosius, Animal glue, Rajendra II, What I Can't Put Down, Sonia Tetlow, Great Railroad Strike of 1877, Highway to Hell, Tochi Expedition"
___ step further,goa,Loose coupling,False,True,"A Step Further, One Step Further, List of Step by Step episodes, Lale Sokolov, Twelve-step program, Cannabis in Thailand, Tony Lewis (musician), Archive (film), Challan, Savoy Brown, In Step, Stepper motor, Glory hole, Variable Cylinder Management, Decompiler, Realism (theatre), Boot worship, Bardo (band), Spur-winged goose, Genetic engineering, Rainbow roll, Enigma rotor details, Slave plantation, Café gourmand, Sketch comedy, Mathematical induction, Stepfamily, Verdant universities, Chris Youlden, Windows Calculator, Rocket Ball, Arbalest, Extract (film), N-Methyl-2-pyrrolidone, Hero's journey, Sweet Dreams (1980s band), Keynesian beauty contest, Dave Peverett, Confusopoly, Engelbert Humperdinck (singer), Amok (Sentenced album), Constitution of Pakistan of 1956, Type introspection, StepManiaX, Loose coupling, Tuzk-e-Jahangiri, Aurel Persu"
Traffic dividers,medians,Interstate 495 (New York),False,True,"Room divider, Road traffic safety, Jersey barrier, Barrier transfer machine, National Highway 66 (India), Rat running, Road surface marking, To Live and Die in L.A. (film), Road signs in Singapore, Cat's eye (road), Dual carriageway, Road signs in Malaysia, List of Tesla Autopilot crashes, Mumbai Trans Harbour Link, 2025 New Delhi railway station stampede, Aircraft lease, Limited-access road, Highway system in Taiwan, Road, Pulaski Bridge, Two-lane expressway, Delhi Bus Rapid Transit System, Cadwork Engineer, Transportation in South Florida, Need for Speed: Underground, List of state routes in Dauphin County, Pennsylvania, Driving in India, Corrugated plastic, Yarra Trams, Interstate 24, 128-bit computing, Bartley Road, County Route 503 (New Jersey), Florida State Road 589, Expansion joint, Filter (signal processing), Nagpur Metro, Singapore Airlines, Interstate 495 (New York), Counter (digital), State Highway 9 (West Bengal), Delhi–Meerut Expressway, Trunk (car), Interstate 678, Scandinavium, Tegucigalpa, Monteagle Mountain, Oregon Route 217"
Talk long and boringly,droneon,No Title Match,False,False,"The Tomorrow Show, Captain America: Brave New World, Do the Wrong Thing, Juliette Lewis, Phoebe and Her Unicorn, The Nutcracker and the Mouse King, Dane Cook, Father of the Bride (album), Terry Eagleton, The Face of Evil, Slavoj Žižek bibliography, List of 1990s films based on actual events, Art Tatum, List of atheists (miscellaneous), Culture of North Macedonia, Send My Love (To Your New Lover), A Treatise of Human Nature, Casualty@Holby City, KX telephone boxes, List of atheists (surnames R to S), Fan (person), Cluedo (Australian game show), Out of Nothing, List of C3 characters, Video on Trial season 2"
Virtuosa's display,bravura,Women in music,False,True,"Maud Powell, Rachel Barton Pine, Palatino, Natalie Portman, Margherita Durastanti, Dennis James (musician), List of women in the Heritage Floor, Lisa Cristiani, Cirque du Soleil, Mills Novelty Company, The Three Golden Children (folklore), Trombone, Women in music, San Giorgio a Cremano"
"Short person's group photo position, ideally",infront,No Title Match,False,False,"HIV/AIDS, Titan submersible implosion, Computer security, Rosalind Franklin, Computer mouse, Refugee camp, Self-disclosure, Time-of-flight camera, Physical attractiveness, Touchpoint, Freedom of speech in the United States, Glossary of geography terms (N–Z), Supermarine Spitfire, List of LGBTQ writers, Storm chasing, Identity Evropa, Zār, Human papillomavirus infection, Istanbul, Battle of Anzio, Microsoft PowerPoint, Cleft lip and cleft palate, Sniper, Federal prosecution of Donald Trump (election obstruction case), Glossary of diabetes, Crossword, Rudy Giuliani, Jellyfish (band), Portrait painting, Pit latrine, Lesley J. McNair, Optical telescope, Unmanned aerial vehicle, Erwin Rommel, Marketing strategy, Diving (sport), Japanese tea ceremony, Francis Crick, Corrective lens, Junkers Ju 87, Pictorialism, Miai, Space Cadets (TV series), Respiratory system, Internet privacy, Proverb, Hausa animism, Celebrity branding, Three Principles Psychology, List of dismissals and resignations in the first Trump administration"
"Go barhopping, say",carouse,No Title Match,False,False,"Dexter season 6, Pub crawl, Nancy Rommelmann, Dragon Men (Tokyo), Esta Noche (gay bar), Braxton Family Values season 4"
Name on many a sports jersey,sponsor,Timeline of women's sports,False,True,"Jersey (2019 film), New Jersey Devils, Sports in New Jersey, New Jersey, Jersey (2022 film), Hockey jersey, Brooklyn Nets, Groundhopping, Lee Leonard, Sports in Newark, New Jersey, Jersey Devil, Christopher Reeve, Jadwin Gymnasium, Rickie Ricardo, MetLife Stadium, Fanatics, Inc., 2020–21 Seton Hall Pirates men's basketball team, Rutgers University, Sports entertainment, List of ethnic sports team and mascot names, Luka Dončić, List of New York City metropolitan area sports teams, Florida Panthers, Prudential Center, List of The Sopranos characters, Jersey Shore, 2024 Major League Baseball uniform controversy, List of most expensive sports cards, Ted Lasso, Religious symbolism in U.S. sports team names and mascots, Philadelphia Union, Rudy (film), Newark, New Jersey, Vision Quest (film), Bogota Savings Bank Center, Vincent Curatola, Retired number, List of college athletic programs in New Jersey, Atlantic City, New Jersey, Michael Rubin (businessman), Doris Burke, Philadelphia Flyers, List of sports team names and mascots derived from indigenous peoples, Sports in the New York metropolitan area, Drew Rosenhaus, Anaheim Ducks, Johnny Gaudreau, Timeline of women's sports, Buffalo Sabres"
Dealmaking pro,closer,Foreign policy of Donald Trump during the 2016 presidential election,False,True,"Sixth Street Partners, Orlando Bravo, Albert Bourla, StubHub, Janet Yellen, UBS, List of Warner Bros. Discovery television programs, Body language, Donald Trump in popular culture, Yong Pung How School of Law, Tony Burman, Corporation tax in the Republic of Ireland, Kirkland & Ellis, James Biden, Jamie Dimon, Proposed acquisition of U.S. Steel by Nippon Steel, Hilda Heine, David Lax, Andrew Johnson, Paul Manafort, Doha Debates, John Katzman, Trials of Paul Manafort, Rod Blagojevich controversies, Canton of Geneva, Justin Jones (Nevada politician), Harry Lane, Presidency of Andrew Johnson, Benny Thau, Impeachment trial of Andrew Johnson, Foreign policy of Donald Trump during the 2016 presidential election, 1890 Minnesota Senate election, Blue Diamond Hill housing proposals, 1868 impeachment managers investigation"
"Taking a heavy science course load, perhaps",premed,No Title Match,False,False,"SpaceX Starship, Educational technology, SS Edmund Fitzgerald, Master of Business Administration, Aerodrome, Science and invention in Birmingham, Yellow River, Battle of Kapyong, Manhattan Project, History of the automobile, Horses in the Middle Ages, USS Constitution, Operation Blue Star, Chernobyl disaster, Conversation analysis, Boeing B-17 Flying Fortress, Elizabeth I, Three Laws of Robotics, Homi J. Bhabha, Carrying capacity, Artillery, Glossary of computer science, Multimeter, Vincent D'Onofrio, Xerxes' pontoon bridges, List of unusual deaths in the 20th century, Convair B-36 Peacemaker, Construction of the Egyptian pyramids, List of Equinox episodes, Beck, Bison, Dominican War of Independence, Gunpowder, List of video game genres, Blood sugar level, British Army during the Victorian Era, History of HIV/AIDS, Truck driver, Heartbreak High, List of Nova episodes, Military, Attachment theory, Permian–Triassic extinction event, Red-tailed hawk, Jamaica, Glossary of nautical terms (A–L), Industrial and production engineering, Lord of the World, Carrier aircraft used during World War II, Harold Wilson"
Capital near the old Oregon Trail,boise,"Boise, Idaho",True,True,"Dexter Morgan, Glossary of early twentieth century slang in the United States, List of Supernatural and The Winchesters characters, List of serial killers by number of victims, List of Fables characters, Oregon Trail, Route of the Oregon Trail, Interstate 84 in Oregon, California Trail, Oregon City, Oregon, Hermiston, Oregon, Interstate 5 in Oregon, Historic roads and trails, Moses Harris (mountain man), Fort Hall, Oregon State Capitol, Cottage Grove, Oregon, Rock Creek Trails, List of long-distance trails in the United States, Timeline of Oregon history, Meacham, Oregon, Boise, Idaho, Albany, Oregon, Oregon Caves National Monument and Preserve, National Trails System, Oregon Dunes National Recreation Area, Ezra Meeker, Portland, Oregon, Butterfield Overland Mail, List of rail trails in the United States, List of fatal cougar attacks in North America, Capitol Peak (Colorado), Leadville Trail 100, Willamette River, Whitman massacre, Oregon Country, Trail of Tears, American frontier, Rock Creek Park, History of Oregon, List of capitals in the United States, Independence, Missouri, Oregon Coast, Kit Carson, Jedediah Smith, List of protected areas of Colorado, Coos Bay, Oregon, History of Portland, Oregon, Bandon, Oregon, Wilsonville, Oregon, Oregon Territorial Legislature, Joseph Gale, Fort Boise, U.S. Route 101 in Washington"
Eldest son of Cain,enoch,"List of minor Hebrew Bible figures, A–K",False,True,"Arthur Nall-Cain, 2nd Baron Brocket, Chronicles of an Aristocrat Reborn in Another World, Burl Cain, Michael Landon Jr., Children of Eden, Baron Brocket, The Children's Book, Peter Haden-Guest, 4th Baron Haden-Guest, Cain and Abel (1982 film), Peter Doocy, Japheth, Egyptus, Family of Donald Trump, Korah, Pharaoh (Book of Abraham), Henry FitzRoy, Duke of Richmond and Somerset, Fratricide, Royal warrant of precedence, Tom King (Emmerdale), Charity Dingle, Marquess of Headfort, Noah (2014 film), Monarchy of Belgium, Finesse Mitchell, Cyril Edward Cain, List of minor Hebrew Bible figures, A–K, JD Vance, Sons of the Revolution, George H. W. Bush, Early life of George W. Bush, Vlad the Impaler, Grimes, Peerage of the United Kingdom, List of Bridgerton characters, Priya Sharma, Don Grady, List of people with the most children, Leopold II of Belgium, Los Serrano, Robert Durst, List of minor Hebrew Bible figures, L–Z, Tubal, The Trump Organization, Wealth of Donald Trump, Beau Biden, Christopher Reeve, Dangal (2016 film), List of The Seven Deadly Sins characters, Bobby Sands, Otto Warmbier"
"""Puppy Love"" singer, 1960",anka,Puppy Love (Paul Anka song),True,True,"Puppy love, Puppy Love (Paul Anka song), Brian Hyland, Little Jimmy Rivers and the Tops, 1960 in music, The Chiffons, Annette Funicello, Shari Lewis, List of I Love Lucy episodes, Mind: The Perpetual Intercourse, Tracy Newman, Tiger (musician), Let's Do It, Let's Fall in Love, Coco Jones, Michael Stipe, Sterling Holloway, Lady and the Tramp, The Tokens, Selena Gomez, Garrett Morris, Andy Gibb, Theme from A Summer Place, Baritone guitar, List of one-hit wonders in the United States, Kathryn Bernardo, Andrei Mironov (actor), Isabella Rossellini, The Osmonds, Shirley Bassey, Jo Anne Worley, ICU (song), The Del-Satins, June Lockhart, David Crosby, Dabney Coleman, 1959 in country music, 27 Club, Alisa Freindlich, Libby Holman, Carl Reiner, Mark Stewart (English musician), Drunk in Love, List of Barbie's friends and family, Admiral Tibet, Made for Me, Jane Lynch, Peter Cullen, 2024 deaths in the United States, Best Part (song), Why Do Fools Fall in Love (song)"
He/___ pronouns,him,Spanish object pronouns,False,True,"Of Montreal, He (pronoun), Preferred gender pronoun, Gender neutrality in languages with gendered third-person pronouns, Pronoun, English personal pronouns, Spivak pronoun, English pronouns, It (pronoun), Neopronoun, Quintessa Swindell, Personal pronoun, Chinese pronouns, Terra Ignota, German pronouns, Too Like the Lightning, Object pronoun, Spanish personal pronouns, Singular they, Reflexive pronoun, Spanish pronouns, Japanese pronouns, Ye (pronoun), Hindi pronouns, She (pronoun), Most common words in English, Subject pronoun, Cantonese pronouns, Personal pronouns in Portuguese, Vietnamese pronouns, Part of speech, I (pronoun), Ranboo, Resumptive pronoun, Cody Frost, Korean pronouns, Hokkien pronouns, French pronouns, Zoe Terakes, Burmese pronouns, One (pronoun), Reverential capitalization, Pirahã language, They, Circassian pronouns, Catalan personal pronouns, Hen (pronoun), French personal pronouns, Spanish object pronouns, Proto-Indo-European pronouns"
Caught,got,Caught Up (film),False,True,"Caught Stealing (film), Cot–caught merger, Frank Caprio, Caught (disambiguation), Caught in the Act, Caught in the Middle, Caught (2025 TV series), Caught by the Tides, In flagrante delicto, Caught on Camera, Caught in the Game, Caught Up, Caught Up (TV series), Bihar Diaries, Caught (2015 film), Caught by the Fuzz, Caught Inside, Caught (1996 film), Caught in the Web, Caught in the Rain, Caught (web series), One, Two, Three, Four, Five, Caught by the Window, Caught by a Wave, Sticky Fingaz, Caught in a Cabaret, Caught on a Train, Caught Up (Usher song), Caught in the Act (group), Caught in the Act... Live, Caught a Ghost, Day the Earth Caught Fire, Caught (2023 TV series), Caught stealing, Caught (Coben novel), Never Caught, Caught in Time, Caught in the Night, Caught Up (soundtrack), Never Been Caught, Caught in a Reverie, Caught Up (film), Caught You, Caught Inside (film), Caught in the Fog, Caught in the Crowd, Real Ghosts Caught on Tape, Desire Caught by the Tail, Caught in the Draft"
Possible result of a TMZ story,badpr,No Title Match,False,False,"American Horror Story: Roanoke, Monsters: The Lyle and Erik Menendez Story, American Horror Story, Lalaine, O. J. Simpson, Rich Piana, Celebrity sex tape, Dennis Quaid, Mueller special counsel investigation, Swimming at the 2024 Summer Olympics, Patricia Arquette, Paris Hilton, Juice Wrld, Arnold Schwarzenegger, Tiger King, XXXTentacion, Jimmi Simpson, Aaron Hernandez, Duane Chapman, The Birth of a Nation (2016 film), Rage Against the Machine, KSI, Willie Nelson, Jeffrey Epstein, Lil Tay, Straight Outta Compton (film), Avatar: The Way of Water, Rust shooting incident, Justin Bieber, Two and a Half Men, List of suicides in the 21st century, Suicide of Kurt Cobain, Zachary Levi, Jon Jones, Perez Hilton, Charles Manson, Space Jam: A New Legacy, David Cassidy, Val Kilmer, Prince Harry, Duke of Sussex, AT&T, Doctor Sleep (2019 film), Tulsa King, Sylvester Stallone, List of unusual deaths in the 21st century, Wesley Snipes, Nicolas Cage, The Goonies, Chris Benoit double-murder and suicide, Bad Boys: Ride or Die"
"Behind, nautically",abaft,Bearing (navigation),False,True,"Glossary of nautical terms (A–L), Glossary of nautical terms (M–Z), Zodiac Nautic, Seafarer's professions and ranks, Malaysia Airlines Flight 370, Europe, Philippines, John Roncz, List of US Navy ships sunk or damaged in action during World War II, ISO 8601, Doctor Odyssey, Coordinated Universal Time, Christopher Columbus, Hurricane Milton, Airbus A321neo, Spain, Rollins Pass, Bearing (navigation), Gulf War, Time zone, Redburn, Oceania, Airbus A350, Song dynasty, Special Air Service, Sinking of MV Sewol, Space Shuttle Challenger disaster, Sri Lanka, Great Pyramid of Giza, Moby-Dick, Battle of Midway, Batman: Arkham Knight, Heathrow Airport"
"""American Dad!"" network",tbs,American Dad! season 14,False,True,"List of American Dad! episodes, American Dad!, List of American Dad! characters, American Dad! season 20, American Dad! season 21, American Dad! season 19, American Dad! season 17, Pilot (American Dad!), American Dad! season 11, American Dad! season 1, American Dad! season 7, American Dad! season 12, American Dad! season 16, The Brainwashing of My Dad, American Dad! season 18, American Dad! season 2, American Forces Network, American Dad! season 5, American Dad! season 3, American Dad! season 10, American Dad! season 6, Eugene Levy, My Two Dads, Fox Broadcasting Company, American Dad! season 13, Date My Dad, Stan Smith (American Dad!), American Dad! season 15, Major Dad, American Dad! season 9, American Dad! season 8, American Dad! season 4, Raising Dad, American Dad! season 14, Al Trautwig, Mom and Dad (2017 film), One America News Network, List of programs broadcast by Cartoon Network, See Dad Run, Mark Curry (American actor), Ghost Dad, List of longest-running scripted American primetime television series, My Dad the Bounty Hunter, List of programs previously broadcast by ABC (American TV network), A&E (TV network), Jennifer Landon, Dad Stop Embarrassing Me!, $h*! My Dad Says, Ghosts (American TV series), Robert Kiyosaki"
Theme of la festa di San Valentino,amore,List of monarchs of fictional countries,False,True,"James Baldwin, Slavery in the United States, Italian Americans, List of compositions by Ennio Morricone, Outline of Rome, Italy, Mosè in Egitto, Santa Maria in Cosmedin, Culture of Italy, Umberto Eco, Gallerie di Piazza Scala, 2021 in Italy, Guido & Maurizio De Angelis, Re matto, Canzo, List of monarchs of fictional countries"
"Spanish equivalent of ""Basta!""",nomas,No Title Match,False,False,"¡Ya basta!, Spain, Linguistic features of Spanish as spoken by Catalan speakers, Bella ciao, List of loanwords in Tagalog (Filipino) language, Quadrille (card game), Colombian conflict, ETA (separatist group), The Voice (franchise), Il mio canto libero (song), Senjutsu, Anahí, Gennaro Gattuso, Marie Fredriksson, Midnights, City of Bell scandal, List of awards and nominations received by Iron Maiden, Juventus FC, Prague, Big Tech, Basel, ABBA, Classical Quechua, Tardiness, Guadeloupe, 1600s (decade), Glossary of nautical terms (A–L), Richard M. Daley, Travesti (gender identity), Christian Vieri, Kebab, 1600, St John Philby, Jair Bolsonaro, Alan Shearer, Star (sport badge), List of kebabs, Controversies surrounding Silvio Berlusconi, Cinema of Mexico, Alba Iulia, List of awards and nominations received by Zara Larsson, Religious war, Jean-Jacques Perrey, Politics of Brazil, Iron Maiden, Dom Orejudos, Jane Addams, Colombian peace process, Giovanni Trapattoni, List of awards and nominations received by Jenni Rivera"
Word with know or show,how,Countdown (game show),True,True,"Wordle, Pussy, You Don't Know Jack (franchise), Fuck, Supercalifragilisticexpialidocious, Inherently funny word, The A Word, Cunt, Countdown (game show), Henry Rollins, Clitic, Uwu, Gyatt, Paul Mooney (comedian), OK, Adam Conover, Jamie Clayton, Nigga, Les Crane, Covfefe, The Red Green Show, Bitch (slang), Pictionary (2022 game show), Know Nothing, Internets, Anomic aphasia, Stephanie Allynne, There Was an Old Lady Who Swallowed a Fly, Dennis Miller, Shmohawk, The Boondocks (TV series), Figure It Out, Jabberwocky, Recurring segments on The Colbert Report, Loanword, Logos, John 1:1, Katherine Moennig, Magic word, Chris Hayes, Robert Belushi, Vegvísir, Arienne Mandi, Wog, Vocabulary, Omniscience, History of Microsoft Word, Fart (word), Pompatus, Get a Clue (game show)"
