,Date,Word,Clue,_f_number words,_f_length of clue,_f_avg word length,_f_percentage words that are upper-case,_f_ends in question,_f_no alphabet characters,_f_is quote,_f_contains underscore,_f_contains asterisk,_f_number of non-consecutive periods in clue,_f_is ellipsis in clue,_f_number commas in clue,_f_number non a-z or 1-9 characters in clue,_f_contains e.g.,_f_contains etc.,_f_contains in short,_f_contains briefly,_f_contains dir.,_f_contains exclamation,_f_contains kind of,_f_contains bible clue,"_f_contains ,maybe or ,perhaps",_f_contains word before,_f_MentionsProfession
694800,12/28/1996,NEST,Kind of egg,3,11,3.0,0.3333333333333333,False,2,False,False,False,0,True,0,0.18181818181818182,False,False,False,False,False,False,True,False,False,False,False
694820,12/28/1996,MONO,Kind of recording,3,17,5.0,0.3333333333333333,False,2,False,False,False,0,True,0,0.11764705882352941,False,False,False,False,False,False,True,False,False,False,False
694937,12/26/1996,ASKING,Kind of price,3,13,3.6666666666666665,0.3333333333333333,False,2,False,False,False,0,True,0,0.15384615384615385,False,False,False,False,False,False,True,False,False,False,False
694983,12/25/1996,BAIL,Kind of bond,3,12,3.3333333333333335,0.3333333333333333,False,2,False,False,False,0,True,0,0.16666666666666666,False,False,False,False,False,False,True,False,False,False,False
695142,12/23/1996,COONSKIN,Kind of cap,3,11,3.0,0.3333333333333333,False,2,False,False,False,0,True,0,0.18181818181818182,False,False,False,False,False,False,True,False,False,False,False
695396,12/20/1996,ZOOT,Kind of suit,3,12,3.3333333333333335,0.3333333333333333,False,2,False,False,False,0,True,0,0.16666666666666666,False,False,False,False,False,False,True,False,False,False,False
695436,12/19/1996,RAIN,Kind of check,3,13,3.6666666666666665,0.3333333333333333,False,2,False,False,False,0,True,0,0.15384615384615385,False,False,False,False,False,False,True,False,False,False,False
695588,12/17/1996,HANDTOHAND,Kind of combat,3,14,4.0,0.3333333333333333,False,2,False,False,False,0,True,0,0.14285714285714285,False,False,False,False,False,False,True,False,False,False,False
695825,12/15/1996,SMOG,Kind of alert,3,13,3.6666666666666665,0.3333333333333333,False,2,False,False,False,0,True,0,0.15384615384615385,False,False,False,False,False,False,True,False,False,False,False
696027,12/11/1996,ACID,Kind of rock,3,12,3.3333333333333335,0.3333333333333333,False,2,False,False,False,0,True,0,0.16666666666666666,False,False,False,False,False,False,True,False,False,False,False
696159,12/9/1996,SWISS,Kind of cheese,3,14,4.0,0.3333333333333333,False,2,False,False,False,0,True,0,0.14285714285714285,False,False,False,False,False,False,True,False,False,False,False
696240,12/8/1996,GRAHAM,Kind of cracker,3,15,4.333333333333333,0.3333333333333333,False,2,False,False,False,0,True,0,0.13333333333333333,False,False,False,False,False,False,True,False,False,False,False
696275,12/8/1996,ETHICS,Kind of panel,3,13,3.6666666666666665,0.3333333333333333,False,2,False,False,False,0,True,0,0.15384615384615385,False,False,False,False,False,False,True,False,False,False,False
696317,12/8/1996,LALA,Kind of land,3,12,3.3333333333333335,0.3333333333333333,False,2,False,False,False,0,True,0,0.16666666666666666,False,False,False,False,False,False,True,False,False,False,False
696354,12/8/1996,HULA,Kind of skirt,3,13,3.6666666666666665,0.3333333333333333,False,2,False,False,False,0,True,0,0.15384615384615385,False,False,False,False,False,False,True,False,False,False,False
696537,12/5/1996,MUD,Kind of pie,3,11,3.0,0.3333333333333333,False,2,False,False,False,0,True,0,0.18181818181818182,False,False,False,False,False,False,True,False,False,False,False
696683,12/3/1996,BOXER,Kind of shorts,3,14,4.0,0.3333333333333333,False,2,False,False,False,0,True,0,0.14285714285714285,False,False,False,False,False,False,True,False,False,False,False
696743,12/2/1996,ORAL,Kind of hygiene,3,15,4.333333333333333,0.3333333333333333,False,2,False,False,False,0,True,0,0.13333333333333333,False,False,False,False,False,False,True,False,False,False,False
697025,11/29/1996,TIE,Kind of dye,3,11,3.0,0.3333333333333333,False,2,False,False,False,0,True,0,0.18181818181818182,False,False,False,False,False,False,True,False,False,False,False
697179,11/27/1996,ESS,Kind of curve,3,13,3.6666666666666665,0.3333333333333333,False,2,False,False,False,0,True,0,0.15384615384615385,False,False,False,False,False,False,True,False,False,False,False
697255,11/25/1996,TOOTH,Kind of fairy,3,13,3.6666666666666665,0.3333333333333333,False,2,False,False,False,0,True,0,0.15384615384615385,False,False,False,False,False,False,True,False,False,False,False
697448,11/23/1996,ALPHABET,Kind of soup,3,12,3.3333333333333335,0.3333333333333333,False,2,False,False,False,0,True,0,0.16666666666666666,False,False,False,False,False,False,True,False,False,False,False
697514,11/22/1996,BABY,Kind of grand,3,13,3.6666666666666665,0.3333333333333333,False,2,False,False,False,0,True,0,0.15384615384615385,False,False,False,False,False,False,True,False,False,False,False
697523,11/22/1996,ADJ,Kind of genl.,3,13,3.6666666666666665,0.3333333333333333,False,3,False,False,False,1,True,0,0.23076923076923078,False,False,False,False,False,False,True,False,False,False,False
697543,11/22/1996,TOGA,Kind of party,3,13,3.6666666666666665,0.3333333333333333,False,2,False,False,False,0,True,0,0.15384615384615385,False,False,False,False,False,False,True,False,False,False,False
697705,11/20/1996,OPAL,Kind of glass,3,13,3.6666666666666665,0.3333333333333333,False,2,False,False,False,0,True,0,0.15384615384615385,False,False,False,False,False,False,True,False,False,False,False
697818,11/18/1996,RUNON,Kind of sentence,3,16,4.666666666666667,0.3333333333333333,False,2,False,False,False,0,True,0,0.125,False,False,False,False,False,False,True,False,False,False,False
697881,11/17/1996,EAMES,Kind of chair,3,13,3.6666666666666665,0.3333333333333333,False,2,False,False,False,0,True,0,0.15384615384615385,False,False,False,False,False,False,True,False,False,False,False
697897,11/17/1996,GAS,Kind of jet,3,11,3.0,0.3333333333333333,False,2,False,False,False,0,True,0,0.18181818181818182,False,False,False,False,False,False,True,False,False,False,False
697966,11/17/1996,SETIN,Kind of sleeve,3,14,4.0,0.3333333333333333,False,2,False,False,False,0,True,0,0.14285714285714285,False,False,False,False,False,False,True,False,False,False,False
698151,11/14/1996,MANX,Kind of cat,3,11,3.0,0.3333333333333333,False,2,False,False,False,0,True,0,0.18181818181818182,False,False,False,False,False,False,True,False,False,False,False
698238,11/13/1996,REAR,Kind of guard or end,5,20,3.2,0.2,False,4,False,False,False,0,True,0,0.2,False,False,False,False,False,False,True,False,False,False,False
698337,11/12/1996,WRY,Kind of humor,3,13,3.6666666666666665,0.3333333333333333,False,2,False,False,False,0,True,0,0.15384615384615385,False,False,False,False,False,False,True,False,False,False,False
698505,11/10/1996,ASKING,Kind of price,3,13,3.6666666666666665,0.3333333333333333,False,2,False,False,False,0,True,0,0.15384615384615385,False,False,False,False,False,False,True,False,False,False,False
698559,11/9/1996,PNEUMATIC,Kind of drill,3,13,3.6666666666666665,0.3333333333333333,False,2,False,False,False,0,True,0,0.15384615384615385,False,False,False,False,False,False,True,False,False,False,False
698600,11/8/1996,MONOPOLY,Kind of board,3,13,3.6666666666666665,0.3333333333333333,False,2,False,False,False,0,True,0,0.15384615384615385,False,False,False,False,False,False,True,False,False,False,False
698736,11/6/1996,ARAB,Kind of summit,3,14,4.0,0.3333333333333333,False,2,False,False,False,0,True,0,0.14285714285714285,False,False,False,False,False,False,True,False,False,False,False
698892,11/4/1996,RYE,Kind of whisky,3,14,4.0,0.3333333333333333,False,2,False,False,False,0,True,0,0.14285714285714285,False,False,False,False,False,False,True,False,False,False,False
698940,11/4/1996,TODO,Kind of list,3,12,3.3333333333333335,0.3333333333333333,False,2,False,False,False,0,True,0,0.16666666666666666,False,False,False,False,False,False,True,False,False,False,False
699072,11/3/1996,ARMOR,Kind of plate,3,13,3.6666666666666665,0.3333333333333333,False,2,False,False,False,0,True,0,0.15384615384615385,False,False,False,False,False,False,True,False,False,False,False
699114,11/2/1996,TONER,Kind of cartridge,3,17,5.0,0.3333333333333333,False,2,False,False,False,0,True,0,0.11764705882352941,False,False,False,False,False,False,True,False,False,False,False
699173,11/1/1996,AGONY,Kind of column,3,14,4.0,0.3333333333333333,False,2,False,False,False,0,True,0,0.14285714285714285,False,False,False,False,False,False,True,False,False,False,False
699224,10/31/1996,PLUM,Kind of tomato,3,14,4.0,0.3333333333333333,False,2,False,False,False,0,True,0,0.14285714285714285,False,False,False,False,False,False,True,False,False,False,False
699255,10/31/1996,TALENT,Kind of show,3,12,3.3333333333333335,0.3333333333333333,False,2,False,False,False,0,True,0,0.16666666666666666,False,False,False,False,False,False,True,False,False,False,False
699299,10/30/1996,OGEE,Kind of arch,3,12,3.3333333333333335,0.3333333333333333,False,2,False,False,False,0,True,0,0.16666666666666666,False,False,False,False,False,False,True,False,False,False,False
699540,10/27/1996,DOOR,Kind of prize,3,13,3.6666666666666665,0.3333333333333333,False,2,False,False,False,0,True,0,0.15384615384615385,False,False,False,False,False,False,True,False,False,False,False
699709,10/25/1996,OPENENDED,Kind of agreement,3,17,5.0,0.3333333333333333,False,2,False,False,False,0,True,0,0.11764705882352941,False,False,False,False,False,False,True,False,False,False,False
699755,10/24/1996,BETA,Kind of blocker,3,15,4.333333333333333,0.3333333333333333,False,2,False,False,False,0,True,0,0.13333333333333333,False,False,False,False,False,False,True,False,False,False,False
699777,10/24/1996,LEARNERS,Kind of permit,3,14,4.0,0.3333333333333333,False,2,False,False,False,0,True,0,0.14285714285714285,False,False,False,False,False,False,True,False,False,False,False
699849,10/23/1996,NATAL,Kind of chart,3,13,3.6666666666666665,0.3333333333333333,False,2,False,False,False,0,True,0,0.15384615384615385,False,False,False,False,False,False,True,False,False,False,False
699877,10/23/1996,SEARCH,Kind of party,3,13,3.6666666666666665,0.3333333333333333,False,2,False,False,False,0,True,0,0.15384615384615385,False,False,False,False,False,False,True,False,False,False,False
699894,10/23/1996,RUMOR,Kind of mill,3,12,3.3333333333333335,0.3333333333333333,False,2,False,False,False,0,True,0,0.16666666666666666,False,False,False,False,False,False,True,False,False,False,False
699929,10/22/1996,TODO,Kind of list,3,12,3.3333333333333335,0.3333333333333333,False,2,False,False,False,0,True,0,0.16666666666666666,False,False,False,False,False,False,True,False,False,False,False
699972,10/22/1996,ALTO,Kind of sax,3,11,3.0,0.3333333333333333,False,2,False,False,False,0,True,0,0.18181818181818182,False,False,False,False,False,False,True,False,False,False,False
700169,10/19/1996,ONEHORSE,Kind of carriage,3,16,4.666666666666667,0.3333333333333333,False,2,False,False,False,0,True,0,0.125,False,False,False,False,False,False,True,False,False,False,False
700176,10/19/1996,SHOCK,Kind of radio or wave,5,21,3.4,0.2,False,4,False,False,False,0,True,0,0.19047619047619047,False,False,False,False,False,False,True,False,False,False,False
700188,10/19/1996,DEN,Kind of mother,3,14,4.0,0.3333333333333333,False,2,False,False,False,0,True,0,0.14285714285714285,False,False,False,False,False,False,True,False,False,False,False
700290,10/18/1996,ONES,Kind of column,3,14,4.0,0.3333333333333333,False,2,False,False,False,0,True,0,0.14285714285714285,False,False,False,False,False,False,True,False,False,False,False
700352,10/17/1996,MINCE,Kind of pie,3,11,3.0,0.3333333333333333,False,2,False,False,False,0,True,0,0.18181818181818182,False,False,False,False,False,False,True,False,False,False,False
700399,10/16/1996,SAND,Kind of trap,3,12,3.3333333333333335,0.3333333333333333,False,2,False,False,False,0,True,0,0.16666666666666666,False,False,False,False,False,False,True,False,False,False,False
700580,10/13/1996,DEVIL,Kind of dog,3,11,3.0,0.3333333333333333,False,2,False,False,False,0,True,0,0.18181818181818182,False,False,False,False,False,False,True,False,False,False,False
700659,10/13/1996,ROAD,Kind of test,3,12,3.3333333333333335,0.3333333333333333,False,2,False,False,False,0,True,0,0.16666666666666666,False,False,False,False,False,False,True,False,False,False,False
700686,10/13/1996,SEGO,Kind of lily,3,12,3.3333333333333335,0.3333333333333333,False,2,False,False,False,0,True,0,0.16666666666666666,False,False,False,False,False,False,True,False,False,False,False
700731,10/12/1996,AXIAL,Kind of symmetry,3,16,4.666666666666667,0.3333333333333333,False,2,False,False,False,0,True,0,0.125,False,False,False,False,False,False,True,False,False,False,False
700743,10/12/1996,JAPANESE,Kind of beetle,3,14,4.0,0.3333333333333333,False,2,False,False,False,0,True,0,0.14285714285714285,False,False,False,False,False,False,True,False,False,False,False
700752,10/12/1996,CURD,Kind of cheese,3,14,4.0,0.3333333333333333,False,2,False,False,False,0,True,0,0.14285714285714285,False,False,False,False,False,False,True,False,False,False,False
700761,10/11/1996,DRESDEN,Kind of china,3,13,3.6666666666666665,0.3333333333333333,False,2,False,False,False,0,True,0,0.15384615384615385,False,False,False,False,False,False,True,False,False,False,False
700810,10/11/1996,ROOT,Kind of canal,3,13,3.6666666666666665,0.3333333333333333,False,2,False,False,False,0,True,0,0.15384615384615385,False,False,False,False,False,False,True,False,False,False,False
700931,10/9/1996,SPERM,Kind of whale,3,13,3.6666666666666665,0.3333333333333333,False,2,False,False,False,0,True,0,0.15384615384615385,False,False,False,False,False,False,True,False,False,False,False
700947,10/9/1996,OTB,"Kind of parlor, for short",5,25,4.2,0.2,False,5,False,False,False,0,True,1,0.2,False,False,False,False,False,False,True,False,False,False,False
700963,10/8/1996,PEA,Kind of soup,3,12,3.3333333333333335,0.3333333333333333,False,2,False,False,False,0,True,0,0.16666666666666666,False,False,False,False,False,False,True,False,False,False,False
701442,10/2/1996,EPIC,Kind of proportions,3,19,5.666666666666667,0.3333333333333333,False,2,False,False,False,0,True,0,0.10526315789473684,False,False,False,False,False,False,True,False,False,False,False
701497,10/1/1996,ANIMAL,Kind of shelter,3,15,4.333333333333333,0.3333333333333333,False,2,False,False,False,0,True,0,0.13333333333333333,False,False,False,False,False,False,True,False,False,False,False
701501,10/1/1996,PRIMAL,Kind of scream,3,14,4.0,0.3333333333333333,False,2,False,False,False,0,True,0,0.14285714285714285,False,False,False,False,False,False,True,False,False,False,False
701647,9/29/1996,ARC,Kind of lighting,3,16,4.666666666666667,0.3333333333333333,False,2,False,False,False,0,True,0,0.125,False,False,False,False,False,False,True,False,False,False,False
701868,9/27/1996,UNDER,Kind of secretary,3,17,5.0,0.3333333333333333,False,2,False,False,False,0,True,0,0.11764705882352941,False,False,False,False,False,False,True,False,False,False,False
702014,9/24/1996,OPTIC,Kind of nerve,3,13,3.6666666666666665,0.3333333333333333,False,2,False,False,False,0,True,0,0.15384615384615385,False,False,False,False,False,False,True,False,False,False,False
702065,9/24/1996,RUBBER,Kind of match,3,13,3.6666666666666665,0.3333333333333333,False,2,False,False,False,0,True,0,0.15384615384615385,False,False,False,False,False,False,True,False,False,False,False
702162,9/22/1996,PROP,Kind of jet,3,11,3.0,0.3333333333333333,False,2,False,False,False,0,True,0,0.18181818181818182,False,False,False,False,False,False,True,False,False,False,False
702466,9/19/1996,MOB,Kind of rule,3,12,3.3333333333333335,0.3333333333333333,False,2,False,False,False,0,True,0,0.16666666666666666,False,False,False,False,False,False,True,False,False,False,False
702469,9/18/1996,FARM,Kind of team,3,12,3.3333333333333335,0.3333333333333333,False,2,False,False,False,0,True,0,0.16666666666666666,False,False,False,False,False,False,True,False,False,False,False
702525,9/18/1996,ESCROW,Kind of account,3,15,4.333333333333333,0.3333333333333333,False,2,False,False,False,0,True,0,0.13333333333333333,False,False,False,False,False,False,True,False,False,False,False
702558,9/17/1996,TOTE,Kind of bag,3,11,3.0,0.3333333333333333,False,2,False,False,False,0,True,0,0.18181818181818182,False,False,False,False,False,False,True,False,False,False,False
702698,9/15/1996,PATERNAL,Kind of grandparent,3,19,5.666666666666667,0.3333333333333333,False,2,False,False,False,0,True,0,0.10526315789473684,False,False,False,False,False,False,True,False,False,False,False
702761,9/15/1996,PIGGY,Kind of back or bank,5,20,3.2,0.2,False,4,False,False,False,0,True,0,0.2,False,False,False,False,False,False,True,False,False,False,False
702851,9/14/1996,PENAL,Kind of offense,3,15,4.333333333333333,0.3333333333333333,False,2,False,False,False,0,True,0,0.13333333333333333,False,False,False,False,False,False,True,False,False,False,False
702930,9/13/1996,PERS,Kind of pronoun: Abbr.,4,22,4.75,0.5,False,5,False,False,False,1,True,0,0.22727272727272727,False,False,False,False,False,False,True,False,False,False,False
702956,9/12/1996,LEMON,Kind of law,3,11,3.0,0.3333333333333333,False,2,False,False,False,0,True,0,0.18181818181818182,False,False,False,False,False,False,True,False,False,False,False
703016,9/11/1996,HAT,Kind of trick,3,13,3.6666666666666665,0.3333333333333333,False,2,False,False,False,0,True,0,0.15384615384615385,False,False,False,False,False,False,True,False,False,False,False
703505,9/5/1996,OGEE,Kind of arch,3,12,3.3333333333333335,0.3333333333333333,False,2,False,False,False,0,True,0,0.16666666666666666,False,False,False,False,False,False,True,False,False,False,False
703562,9/4/1996,GRAB,Kind of bag,3,11,3.0,0.3333333333333333,False,2,False,False,False,0,True,0,0.18181818181818182,False,False,False,False,False,False,True,False,False,False,False
703645,9/3/1996,ORAL,Kind of hygiene,3,15,4.333333333333333,0.3333333333333333,False,2,False,False,False,0,True,0,0.13333333333333333,False,False,False,False,False,False,True,False,False,False,False
703689,9/2/1996,FILE,Kind of cabinet,3,15,4.333333333333333,0.3333333333333333,False,2,False,False,False,0,True,0,0.13333333333333333,False,False,False,False,False,False,True,False,False,False,False
703801,9/1/1996,ONSIDE,Kind of kick,3,12,3.3333333333333335,0.3333333333333333,False,2,False,False,False,0,True,0,0.16666666666666666,False,False,False,False,False,False,True,False,False,False,False
703872,9/1/1996,EXIT,Kind of poll,3,12,3.3333333333333335,0.3333333333333333,False,2,False,False,False,0,True,0,0.16666666666666666,False,False,False,False,False,False,True,False,False,False,False
703921,8/31/1996,FROG,Kind of kick,3,12,3.3333333333333335,0.3333333333333333,False,2,False,False,False,0,True,0,0.16666666666666666,False,False,False,False,False,False,True,False,False,False,False
703947,8/30/1996,ILIAC,Kind of artery,3,14,4.0,0.3333333333333333,False,2,False,False,False,0,True,0,0.14285714285714285,False,False,False,False,False,False,True,False,False,False,False
703984,8/30/1996,LEAD,Kind of story,3,13,3.6666666666666665,0.3333333333333333,False,2,False,False,False,0,True,0,0.15384615384615385,False,False,False,False,False,False,True,False,False,False,False
704109,8/28/1996,BIKE,Kind of messenger,3,17,5.0,0.3333333333333333,False,2,False,False,False,0,True,0,0.11764705882352941,False,False,False,False,False,False,True,False,False,False,False
704250,8/26/1996,EGG,Kind of salad,3,13,3.6666666666666665,0.3333333333333333,False,2,False,False,False,0,True,0,0.15384615384615385,False,False,False,False,False,False,True,False,False,False,False
704263,8/26/1996,LUNAR,Kind of eclipse,3,15,4.333333333333333,0.3333333333333333,False,2,False,False,False,0,True,0,0.13333333333333333,False,False,False,False,False,False,True,False,False,False,False
704389,8/25/1996,AERIAL,Kind of photography,3,19,5.666666666666667,0.3333333333333333,False,2,False,False,False,0,True,0,0.10526315789473684,False,False,False,False,False,False,True,False,False,False,False
704462,8/24/1996,PARLOR,Kind of game,3,12,3.3333333333333335,0.3333333333333333,False,2,False,False,False,0,True,0,0.16666666666666666,False,False,False,False,False,False,True,False,False,False,False
704466,8/24/1996,CASH,Kind of cow,3,11,3.0,0.3333333333333333,False,2,False,False,False,0,True,0,0.18181818181818182,False,False,False,False,False,False,True,False,False,False,False
704630,8/21/1996,FACE,Kind of value,3,13,3.6666666666666665,0.3333333333333333,False,2,False,False,False,0,True,0,0.15384615384615385,False,False,False,False,False,False,True,False,False,False,False
704740,8/20/1996,REC,Kind of room,3,12,3.3333333333333335,0.3333333333333333,False,2,False,False,False,0,True,0,0.16666666666666666,False,False,False,False,False,False,True,False,False,False,False
704846,8/18/1996,CHAT,Modern kind of room,4,19,4.0,0.0,False,3,False,False,False,0,True,0,0.15789473684210525,False,False,False,False,False,False,True,False,False,False,False
704883,8/18/1996,PEAT,Kind of bog,3,11,3.0,0.3333333333333333,False,2,False,False,False,0,True,0,0.18181818181818182,False,False,False,False,False,False,True,False,False,False,False
704909,8/18/1996,DEBT,Kind of financing,3,17,5.0,0.3333333333333333,False,2,False,False,False,0,True,0,0.11764705882352941,False,False,False,False,False,False,True,False,False,False,False
704978,8/17/1996,STENO,Kind of pad,3,11,3.0,0.3333333333333333,False,2,False,False,False,0,True,0,0.18181818181818182,False,False,False,False,False,False,True,False,False,False,False
705029,8/16/1996,ERECTOR,Kind of set,3,11,3.0,0.3333333333333333,False,2,False,False,False,0,True,0,0.18181818181818182,False,False,False,False,False,False,True,False,False,False,False
705111,8/15/1996,TODO,Kind of list,3,12,3.3333333333333335,0.3333333333333333,False,2,False,False,False,0,True,0,0.16666666666666666,False,False,False,False,False,False,True,False,False,False,False
705515,8/10/1996,EGG,Kind of white,3,13,3.6666666666666665,0.3333333333333333,False,2,False,False,False,0,True,0,0.15384615384615385,False,False,False,False,False,False,True,False,False,False,False
705621,8/9/1996,TURNIP,Kind of greens,3,14,4.0,0.3333333333333333,False,2,False,False,False,0,True,0,0.14285714285714285,False,False,False,False,False,False,True,False,False,False,False
705700,8/7/1996,MESH,Kind of stockings,3,17,5.0,0.3333333333333333,False,2,False,False,False,0,True,0,0.11764705882352941,False,False,False,False,False,False,True,False,False,False,False
705713,8/7/1996,LATEX,Kind of gloves,3,14,4.0,0.3333333333333333,False,2,False,False,False,0,True,0,0.14285714285714285,False,False,False,False,False,False,True,False,False,False,False
705990,8/4/1996,PSI,Kind of particle,3,16,4.666666666666667,0.3333333333333333,False,2,False,False,False,0,True,0,0.125,False,False,False,False,False,False,True,False,False,False,False
706076,8/3/1996,LIQUOR,Kind of cabinet,3,15,4.333333333333333,0.3333333333333333,False,2,False,False,False,0,True,0,0.13333333333333333,False,False,False,False,False,False,True,False,False,False,False
706347,7/30/1996,SALINE,Kind of solution,3,16,4.666666666666667,0.3333333333333333,False,2,False,False,False,0,True,0,0.125,False,False,False,False,False,False,True,False,False,False,False
706469,7/28/1996,SELF,Kind of help,3,12,3.3333333333333335,0.3333333333333333,False,2,False,False,False,0,True,0,0.16666666666666666,False,False,False,False,False,False,True,False,False,False,False
706556,7/28/1996,SINE,Kind of curve,3,13,3.6666666666666665,0.3333333333333333,False,2,False,False,False,0,True,0,0.15384615384615385,False,False,False,False,False,False,True,False,False,False,False
706610,7/27/1996,DISC,Kind of brake,3,13,3.6666666666666665,0.3333333333333333,False,2,False,False,False,0,True,0,0.15384615384615385,False,False,False,False,False,False,True,False,False,False,False
706617,7/26/1996,DATA,Kind of bank,3,12,3.3333333333333335,0.3333333333333333,False,2,False,False,False,0,True,0,0.16666666666666666,False,False,False,False,False,False,True,False,False,False,False
706684,7/25/1996,ALPACA,Kind of wool,3,12,3.3333333333333335,0.3333333333333333,False,2,False,False,False,0,True,0,0.16666666666666666,False,False,False,False,False,False,True,False,False,False,False
706820,7/23/1996,SHANTY,Kind of town,3,12,3.3333333333333335,0.3333333333333333,False,2,False,False,False,0,True,0,0.16666666666666666,False,False,False,False,False,False,True,False,False,False,False
706971,7/21/1996,ELDER,Kind of statesman,3,17,5.0,0.3333333333333333,False,2,False,False,False,0,True,0,0.11764705882352941,False,False,False,False,False,False,True,False,False,False,False
707068,7/21/1996,MOOT,Kind of court,3,13,3.6666666666666665,0.3333333333333333,False,2,False,False,False,0,True,0,0.15384615384615385,False,False,False,False,False,False,True,False,False,False,False
707165,7/19/1996,STAGE,Kind of fright,3,14,4.0,0.3333333333333333,False,2,False,False,False,0,True,0,0.14285714285714285,False,False,False,False,False,False,True,False,False,False,False
707207,7/18/1996,WEB,Kind of site,3,12,3.3333333333333335,0.3333333333333333,False,2,False,False,False,0,True,0,0.16666666666666666,False,False,False,False,False,False,True,False,False,False,False
707259,7/18/1996,OVEN,Kind of mitt,3,12,3.3333333333333335,0.3333333333333333,False,2,False,False,False,0,True,0,0.16666666666666666,False,False,False,False,False,False,True,False,False,False,False
707548,7/14/1996,ALOE,Kind of root,3,12,3.3333333333333335,0.3333333333333333,False,2,False,False,False,0,True,0,0.16666666666666666,False,False,False,False,False,False,True,False,False,False,False
707628,7/13/1996,CATTLE,Kind of car,3,11,3.0,0.3333333333333333,False,2,False,False,False,0,True,0,0.18181818181818182,False,False,False,False,False,False,True,False,False,False,False
707678,7/13/1996,SEX,Kind of kitten,3,14,4.0,0.3333333333333333,False,2,False,False,False,0,True,0,0.14285714285714285,False,False,False,False,False,False,True,False,False,False,False
707712,7/12/1996,PRAT,Kind of fall,3,12,3.3333333333333335,0.3333333333333333,False,2,False,False,False,0,True,0,0.16666666666666666,False,False,False,False,False,False,True,False,False,False,False
707870,7/10/1996,AEROSOL,Kind of spray,3,13,3.6666666666666665,0.3333333333333333,False,2,False,False,False,0,True,0,0.15384615384615385,False,False,False,False,False,False,True,False,False,False,False
708046,7/7/1996,STEALTH,Kind of bomber,3,14,4.0,0.3333333333333333,False,2,False,False,False,0,True,0,0.14285714285714285,False,False,False,False,False,False,True,False,False,False,False
708089,7/7/1996,VEAL,Kind of chop,3,12,3.3333333333333335,0.3333333333333333,False,2,False,False,False,0,True,0,0.16666666666666666,False,False,False,False,False,False,True,False,False,False,False
708161,7/6/1996,MORAL,Kind of support,3,15,4.333333333333333,0.3333333333333333,False,2,False,False,False,0,True,0,0.13333333333333333,False,False,False,False,False,False,True,False,False,False,False
708175,7/6/1996,REDCARPET,Kind of treatment,3,17,5.0,0.3333333333333333,False,2,False,False,False,0,True,0,0.11764705882352941,False,False,False,False,False,False,True,False,False,False,False
708234,7/5/1996,STEAM,Kind of heat,3,12,3.3333333333333335,0.3333333333333333,False,2,False,False,False,0,True,0,0.16666666666666666,False,False,False,False,False,False,True,False,False,False,False
708446,7/2/1996,KOLA,Kind of nut,3,11,3.0,0.3333333333333333,False,2,False,False,False,0,True,0,0.18181818181818182,False,False,False,False,False,False,True,False,False,False,False
708486,7/2/1996,LUNAR,Kind of module,3,14,4.0,0.3333333333333333,False,2,False,False,False,0,True,0,0.14285714285714285,False,False,False,False,False,False,True,False,False,False,False
708636,6/30/1996,RENAL,Kind of artery,3,14,4.0,0.3333333333333333,False,2,False,False,False,0,True,0,0.14285714285714285,False,False,False,False,False,False,True,False,False,False,False
708642,6/30/1996,ZEN,Kind of master,3,14,4.0,0.3333333333333333,False,2,False,False,False,0,True,0,0.14285714285714285,False,False,False,False,False,False,True,False,False,False,False
708775,6/28/1996,TITULAR,Kind of leader,3,14,4.0,0.3333333333333333,False,2,False,False,False,0,True,0,0.14285714285714285,False,False,False,False,False,False,True,False,False,False,False
708832,6/27/1996,EARLY,Kind of bird,3,12,3.3333333333333335,0.3333333333333333,False,2,False,False,False,0,True,0,0.16666666666666666,False,False,False,False,False,False,True,False,False,False,False
708912,6/26/1996,EIDER,Kind of down,3,12,3.3333333333333335,0.3333333333333333,False,2,False,False,False,0,True,0,0.16666666666666666,False,False,False,False,False,False,True,False,False,False,False
708948,6/26/1996,MALIC,Kind of acid,3,12,3.3333333333333335,0.3333333333333333,False,2,False,False,False,0,True,0,0.16666666666666666,False,False,False,False,False,False,True,False,False,False,False
709113,6/23/1996,WIRE,Kind of service,3,15,4.333333333333333,0.3333333333333333,False,2,False,False,False,0,True,0,0.13333333333333333,False,False,False,False,False,False,True,False,False,False,False
709149,6/23/1996,LALA,Kind of land,3,12,3.3333333333333335,0.3333333333333333,False,2,False,False,False,0,True,0,0.16666666666666666,False,False,False,False,False,False,True,False,False,False,False
709235,6/22/1996,PENAL,Kind of colony,3,14,4.0,0.3333333333333333,False,2,False,False,False,0,True,0,0.14285714285714285,False,False,False,False,False,False,True,False,False,False,False
709431,6/19/1996,HEX,Kind of nut,3,11,3.0,0.3333333333333333,False,2,False,False,False,0,True,0,0.18181818181818182,False,False,False,False,False,False,True,False,False,False,False
709446,6/19/1996,ANIMAL,Kind of magnetism,3,17,5.0,0.3333333333333333,False,2,False,False,False,0,True,0,0.11764705882352941,False,False,False,False,False,False,True,False,False,False,False
709456,6/19/1996,LITCHI,Kind of nut,3,11,3.0,0.3333333333333333,False,2,False,False,False,0,True,0,0.18181818181818182,False,False,False,False,False,False,True,False,False,False,False
